product_id,product_name,category,subcategory,brand,unit_price_ghs,cost_price_ghs,launch_date,stock_quantity,avg_rating,is_active
PRD00922,Tecno Baby Care 287,Baby Products,Baby Care,itel,23.42,15.69,11/07/2023,472,3.95,True
PRD00332,Fan Milk Camera 216,Electronics,Cameras,Hisense,-49.99,997.81,2022-08-02,842,3.11,True
PRD00033,Apple Footwear 835,Fashion,Footwear,Puma,41.87,32.03,2022-09-29,27,3.97,True
PRD00712,GTP Haircare 327,Health & Beauty,Haircare,Lenovo,15.69,11.52,2024-06-14,336,3.04,True
PRD00539,Fan Milk Storage 784,Computing,Storage,Generic,GHS 578.02,369.15,2024-01-08,272,2.89,True
PRD00423,itel Power Bank 998,Phones & Tablets,Power Banks,Generic,325.92,,2022-04-22,211,4.3,True
PRD00484,Lenovo Women's Clothing 280,Fashion,Women's Clothing,Apple,83.75,54.58,2024-10-30,198,4.01,True
PRD01118,Nasco Pantry 100,Groceries,Pantry,Dell,70.02,48.28,2024-02-02,750,3.49,False
PRD00694,Nivea Women's Clothing 350,Fashion ,Women's Clothing,Tecno,342.05,201.54,24/01/2024,875,4.6,True
PRD00814,Apple Bedding 980,Home & Kitchen,Bedding,Unilever,1222.09,809.78,"May 17, 2023",733,3.6,True
PRD00271,Adidas Power Bank 168,Phones & Tablets,Power Banks,Kasapreko,GHS 235.37,198.57,2023-07-26,583,4.48,True
PRD00965,HP Art 388,Books & Stationery,Art,Generic,60.4,50.02,2022-11-06,653,4.02,True
PRD00944,Kasapreko Bag 136,Fashion,Bags,HP,66.01,37.52,2023-10-05,377,,True
PRD00232,Hisense Bag 714,Fashion,Bags,Nasco,152.95,124.98,2024-03-05,487,4.01,True
PRD01101,Kasapreko Smartphone 913,Phones & Tablets,Smartphones,Generic,214.62,130.38,2024-12-17,697,3.83,True
PRD01331,Woodin Household 706,Groceries,Household,Kasapreko,16.74,9.73,2023-11-01,49,4.21,True
PRD01175,Unilever Cookware 134,Home & Kitchen,Cookware,Woodin,600.8,369.4,2024-04-10,598,3.92,True
PRD00164,Puma Power Bank 104,Phones & Tablets,Power Banks,Nestle,2462.82,1518.11,2024-06-29,761,5.0,True
PRD00325,Apple Baby Food 827,Baby Products,Baby Food,Fan Milk,268.91,229.7,08/09/2024,865,3.32,True
PRD01098,Lenovo Toy 797,Baby Products,Toys,GTP,73.35,63.84,2022-02-01,563,4.54,True
PRD00351,Dell Skincare 216,Health & Beauty,Skincare,Kasapreko,48.04,40.22,"January 08, 2022",246,3.38,True
PRD01233,Puma Storage 498,Computing,Storage,HP,352.98,271.0,24/09/2024,306,3.53,True
PRD00193,HP Printer 380,Computing,Printers,GTP,1219.78,899.79,"October 07, 2023",288,3.99,True
PRD00527,Kasapreko Textbook 703,Books & Stationery,Textbooks,Lenovo,257.27,143.69,12/03/2024,310,4.07,True
PRD00064,itel Beverage 491,Groceries ,Beverages,Nasco,136.61,78.49,04/03/2023,836,3.98,True
PRD00924,Adidas Furniture 779,Home & Kitchen,Furniture,Nasco,"GHS 3,060.35",1917.17,2022-07-19,850,3.39,True
PRD00917,itel Power Bank 224,Phones & Tablets,Power Banks,Nasco,1680.6,1309.41,2022-09-04,205,3.34,True
PRD01146,Tecno Men's Clothing 349,Fashion,Men's Clothing,Lenovo,GHS 860.14,486.15,2023-07-12,471,3.03,True
PRD00622,Unilever Furniture 723,Home & Kitchen,Furniture,Fan Milk,29.09,19.4,2022-01-07,605,4.68,True
PRD00299,Hisense Beverage 335,Groceries,Beverages,Samsung,128.21,109.15,2023-07-28,897,4.25,True
PRD00817,Nasco Gym Equipment 789,Sports & Fitness,Gym Equipment,Unilever,71.63,54.2,2023-03-29,703,4.87,True
PRD00998,Woodin Power Bank 461,Phones & Tablets,Power Banks,Kasapreko,321.74,219.56,2023-12-23,251,4.22,True
PRD01117,Dell Monitor 680,Computing,Monitors,Hisense,2607.12,1562.17,2024-06-17,48,4.03,True
PRD00219,Tecno Sportswear 234,Sports & Fitness,Sportswear,Generic,92.21,74.14,2024-08-13,635,5.0,False
PRD00519,Samsung Smartphone 741,Phones & Tablets,Smartphones,Nestle,406.88,244.9,2024-11-20,506,3.62,True
PRD01300,Adidas Footwear 255,Fashion,Footwear,Kasapreko,228.72,163.79,2022-12-01,213,3.74,True
PRD00454,Fan Milk Monitor 396,Computing,Monitors,HP,4550.75,2507.55,2024-12-06,256,4.29,True
PRD00372,Fan Milk Television 382,Electronics,Televisions,Hisense,6244.17,4426.29,2023-02-22,744,3.87,True
PRD01049,Midea Baby Care 810,Baby Products,Baby Care,Dell,42.9,34.72,2022-02-02,767,3.19,False
PRD01375,Fan Milk Office Supplie 858,Books & Stationery ,Office Supplies,Adidas,20.94,18.18,2024-05-14,788,3.62,True
PRD00428,Samsung Baby Food 807,Baby Products,Baby Food,Lenovo,107.15,72.44,"December 24, 2024",117,3.79,True
PRD00439,Tecno Household 711,Groceries,Household,Kasapreko,43.09,36.85,2023-01-04,711,3.77,True
PRD00984,GTP Footwear 367,Fashion,Footwear,itel,722.66,439.12,07/02/2024,641,4.09,True
PRD00906,Nasco Haircare 141,Health & Beauty,Haircare,Fan Milk,GHS 36.66,22.08,2022-09-27,551,3.72,True
PRD00571,Apple Footwear 406,Fashion,Footwear,Puma,50.47,33.99,2023-05-30,326,,True
PRD00307,Puma Women's Clothing 918,Fashion,Women's Clothing,Hisense,91.91,74.51,2023-05-18,182,4.45,True
PRD00809,Samsung Cookware 981,Home & Kitchen,Cookware,Adidas,44.24,24.73,2023-03-28,292,3.94,True
PRD01285,Tecno Outdoor 507,Sports & Fitness,Outdoor,Adidas,539.9,369.19,20/02/2024,815,2.44,True
PRD01360,Puma Storage 734,Computing,Storage,Midea,1570.33,1190.28,2022-12-25,120,5.0,True
PRD01387,Fan Milk Skincare 202,Health & Beauty,,Woodin,229.82,,2022-06-06,70,4.04,True
PRD00673,Lenovo Office Supplie 347,Books & Stationery,Office Supplies,Nivea,51.57,41.71,11/11/2024,131,4.09,True
PRD00486,Puma Women's Clothing 509,Fashion,Women's Clothing,Nasco,51.96,34.02,2022-08-07,108,4.45,True
PRD00847,GTP Footwear 744,Fashion,Footwear,Tecno,355.51,294.77,2022-10-13,588,3.75,True
PRD00632,Generic Diaper 636,Baby Products,Diapers,Midea,49.89,38.81,2024-09-19,240,4.16,True
PRD01032,Nestle Household 700,Groceries,Household,itel,8.24,5.46,2022-10-20,652,4.72,True
PRD00278,Puma Cookware 728,Home & Kitchen,Cookware,Fan Milk,131.97,86.56,2024-03-18,295,3.21,True
PRD01210,Hisense Women's Clothing 541,Fashion,Women's Clothing,Infinix,107.89,81.79,"November 03, 2023",320,4.56,True
PRD00901,Unilever Footwear 611,Fashion,Footwear,Generic,98.15,78.18,2023-03-04,186,3.82,True
PRD00757,Woodin Bag 170,Fashion,Bags,HP,60.38,47.44,2024-09-09,95,4.06,True
PRD00237,Tecno Bag 797,Fashion,Bags,Generic,685.21,532.41,2024-08-22,867,4.13,True
PRD01269,Nasco Cookware 544,Home & Kitchen,Cookware,,67.49,41.97,2021-12-29,582,3.93,True
PRD01301,Unilever Camera 807,Electronics,Cameras,Generic,244.53,191.14,2024-04-11,570,4.14,False
PRD01499,Apple Men's Clothing 632,Fashion,Men's Clothing,Nasco,107.19,76.23,2023-10-02,562,4.13,True
PRD00514,Samsung Camera 296,Electronics,Cameras,Lenovo,1703.04,1034.76,2022-06-02,148,4.26,True
PRD01079,HP Skincare 710,Health & Beauty,Skincare,Nestle,GHS 33.31,25.78,2024-08-12,609,5.0,True
PRD00209,Generic Printer 201,Computing,Printers,Midea,435.06,297.83,2022-03-19,488,4.49,True
PRD00870,Puma Audio 225,Electronics,Audio,Tecno,8458.8,5270.34,2023-10-23,290,4.16,True
PRD01486,Puma Power Bank 880,Phones & Tablets,Power Banks,Generic,1807.62,1056.45,2023-07-17,323,3.48,True
PRD01191,Infinix Women's Clothing 320,Fashion,Women's Clothing,Unilever,54.81,31.57,2023-12-14,466,4.05,True
PRD00059,Woodin Monitor 592,Computing,Monitors,itel,8088.07,7088.1,20/03/2023,813,3.85,True
PRD01200,Nasco Pantry 745,Groceries,Pantry,Samsung,57.83,34.38,2024-09-14,86,3.73,True
PRD01035,Unilever Bag 237,Fashion,Bags,Nestle,48.68,38.5,2022-06-25,358,3.78,True
PRD01201,Samsung Bedding 774,Home & Kitchen,Bedding,Tecno,1265.88,901.54,07/08/2022,612,4.82,True
PRD00783,Midea Men's Clothing 795,Fashion,Men's Clothing,,665.32,471.61,2024-07-17,754,4.63,True
PRD01236,Puma Power Bank 760,Phones & Tablets,Power Banks,Kasapreko,355.1,286.71,"October 12, 2023",80,3.49,True
PRD00773,Woodin Cookware 594,Home & Kitchen,Cookware,HP,199.33,141.95,2024-05-01,152,4.01,True
PRD01256,Generic Toy 426,Baby Products,Toys,HP,GHS 276.83,166.09,2024-08-06,-20,3.2,True
PRD00384,Fan Milk Women's Clothing 910,Fashion,Women's Clothing,Midea,GHS 210.37,127.1,2022-01-06,467,4.36,True
PRD00890,Woodin Skincare 871,Health & Beauty,Skincare,Nestle,128.75,90.3,2024-12-27,259,3.71,True
PRD00495,Nestle Snack 251,Groceries,Snacks,Hisense,GHS 69.16,59.24,"December 07, 2022",785,3.08,True
PRD00990,Samsung Household 366,Groceries,Household,Infinix,35.62,23.35,2024-01-07,713,3.42,True
PRD01198,Nivea Skincare 852,Health & Beauty,Skincare,Puma,274.17,212.42,24/11/2023,96,3.96,True
PRD01253,Fan Milk Smartphone 834,Phones & Tablets,Smartphones,Tecno,3741.31,2863.13,2023-09-17,599,4.24,True
PRD00755,Nivea Skincare 203,Health & Beauty,Skincare,Nivea,259.41,212.01,2022-02-19,142,3.85,True
PRD00234,GTP Bedding 134,Home & Kitchen,Bedding,HP,33.1,20.64,2024-12-15,273,4.29,True
PRD01449,Woodin Haircare 441,Health & Beauty,Haircare,Hisense,15.29,12.37,2024-07-02,850,4.1,True
PRD00197,Dell Cookware 212,Home & Kitchen,Cookware,itel,341.45,300.36,2024-06-01,84,4.48,True
PRD00845,itel Phone Accessorie 938,Phones & Tablets,Phone Accessories,GTP,1544.86,885.9,2023-04-10,583,3.52,True
PRD01308,Infinix Fragrance 512,Health & Beauty,Fragrance,GTP,72.8,52.08,2023-06-11,732,3.7,True
PRD00082,Apple Bag 215,Fashion,Bags,Midea,570.37,417.55,2023-10-05,769,4.16,True
PRD01456,Unilever Phone Accessorie 776,Phones & Tablets,Phone Accessories,Tecno,542.64,469.12,30/12/2022,408,4.37,True
PRD01055,Puma Audio 402,Electronics,,Adidas,3540.22,2712.95,2022-11-07,215,3.87,True
PRD01209,Unilever Audio 654,Electronics,Audio,GTP,1653.67,931.91,2023-06-22,732,5.0,True
PRD00112,Nestle Small Appliance 906,Electronics,Small Appliances,HP,736.42,602.34,2022-11-19,633,3.54,True
PRD01325,Midea Bag 465,Fashion,Bags,Nivea,241.23,207.4,2023-06-01,526,3.87,True
PRD00452,Puma Sportswear 503,Sports & Fitness,Sportswear,Hisense,115.76,83.35,2022-01-06,31,3.92,True
PRD01315,Puma Smartphone 379,Phones & Tablets,Smartphones,Kasapreko,"GHS 1,159.21",1006.61,2022-02-10,886,4.11,True
PRD00985,Kasapreko Storage 671,Computing,Storage,Hisense,1898.5,1271.61,2024-02-07,79,3.34,True
PRD01314,Samsung Phone Accessorie 695,Phones & Tablets,Phone Accessories,Generic,330.55,183.26,2024-12-11,647,4.58,True
PRD00778,Hisense Monitor 318,Computing,Monitors,Adidas,2281.99,,2024-02-16,321,3.71,True
PRD01230,Puma Power Bank 673,Phones & Tablets,Power Banks,GTP,263.8,190.04,2024-01-14,501,4.64,True
PRD00311,Unilever Bag 155,Fashion,Bags,Fan Milk,86.36,74.48,2024-12-31,153,3.74,True
PRD00637,Midea Skincare 413,Health & Beauty,Skincare,Nestle,GHS 259.51,203.84,2023-03-07,719,4.16,False
PRD00433,Tecno Skincare 731,Health & Beauty,Skincare,Infinix,175.15,104.1,2024-09-13,329,4.52,False
PRD00577,Hisense Outdoor 789,Sports & Fitness,Outdoor,Kasapreko,2204.67,1487.82,2024-08-07,409,3.91,False
PRD00549,Fan Milk Household 528,Groceries,Household,Adidas,79.24,64.4,2023-10-03,677,3.9,True
PRD01447,Generic Sportswear 145,Sports & Fitness,Sportswear,Hisense,912.17,677.11,2022-05-26,349,4.3,True
PRD00758,Nestle Supplement 122,Sports & Fitness,Supplements,Generic,GHS 69.54,58.36,2023-11-24,592,,True
PRD00893,Samsung Audio 335,Electronics,Audio,Generic,2775.85,2096.97,2022-03-03,622,4.42,True
PRD00304,Nestle Cleaning 777,Home & Kitchen,Cleaning,Generic,63.86,53.95,2023-06-13,538,4.36,True
PRD01453,Woodin Toy 137,Baby Products,Toys,Infinix,42.8,30.56,2022-10-24,384,3.98,False
PRD00987,HP Men's Clothing 604,Fashion,Men's Clothing,Nasco,209.77,129.91,2023-04-21,867,3.68,False
PRD01097,itel Television 342,Electronics,Televisions,Hisense,1378.26,1101.31,2022-10-12,449,3.5,True
PRD00491,Tecno Haircare 939,Health & Beauty,Haircare,Nivea,134.79,74.85,2023-05-03,720,3.69,True
PRD00544,HP Art 220,Books & Stationery,Art,Dell,105.3,80.67,2023-05-18,36,4.23,True
PRD00487,Adidas Bag 435,Fashion,Bags,Fan Milk,100.22,61.24,23/08/2024,601,3.8,True
PRD00675,Nasco Cleaning 659,Home & Kitchen,Cleaning,Dell,142.41,121.79,2022-07-08,601,5.0,True
PRD00846,Samsung Supplement 527,Sports & Fitness,Supplements,HP,204.66,174.05,2024-09-16,201,3.48,True
PRD01445,itel Laptop 405,Computing,Laptops,HP,2576.52,1970.02,"October 15, 2023",750,4.62,True
PRD00731,Unilever Footwear 695,Fashion,Footwear,Kasapreko,,43.71,2023-03-04,54,4.09,True
PRD01353,Woodin Television 263,Electronics,Televisions,Woodin,"GHS 1,251.45",725.86,2023-04-11,36,4.07,True
PRD00494,Apple Men's Clothing 408,Fashion,Men's Clothing,Samsung,77.22,61.95,2024-12-20,333,4.55,False
PRD00255,Tecno Television 127,Electronics,Televisions,Nestle,273.4,182.96,2024-08-04,378,3.49,True
PRD00323,Hisense Women's Clothing 822,Fashion,Women's Clothing,Tecno,46.64,37.22,"September 22, 2023",711,4.09,True
PRD01134,Infinix Beverage 794,Groceries,Beverages,Unilever,16.18,13.28,2023-11-09,876,4.04,False
PRD01047,Woodin Monitor 299,Computing,Monitors,Unilever,"GHS 2,712.57",1662.57,2022-09-10,717,3.04,True
PRD00599,Tecno Office Supplie 849,Books & Stationery,Office Supplies,Tecno,208.73,176.99,2022-02-11,682,4.16,True
PRD01263,Nasco Bag 788,Fashion,Bags,Nasco,318.04,271.78,2022-04-22,712,4.43,True
PRD01443,Apple Laptop 128,Computing,Laptops,Apple,696.8,580.66,2022-10-15,459,3.77,True
PRD00910,Tecno Television 426,Electronics,Televisions,Nasco,567.11,443.28,2024-03-14,635,4.41,True
PRD01090,Midea Women's Clothing 295,Fashion,Women's Clothing,Infinix,151.63,115.03,16/08/2024,311,2.66,True
PRD01038,itel Women's Clothing 530,Fashion,Women's Clothing,Fan Milk,785.97,626.24,2024-08-04,208,3.06,True
PRD00087,Unilever Beverage 715,Groceries,Beverages,Generic,92.25,59.46,2023-07-14,307,4.2,True
PRD01473,Nivea Phone Accessorie 842,Phones & Tablets,Phone Accessories,Woodin,GHS 913.63,658.62,2023-12-16,461,4.36,False
PRD00366,Woodin Men's Clothing 834,Fashion,Men's Clothing,Adidas,87.25,56.76,2022-05-07,162,4.22,True
PRD00266,Hisense Storage 876,Computing,Storage,Unilever,,739.04,2024-08-16,283,3.83,True
PRD00288,Adidas Women's Clothing 863,fashion,Women's Clothing,itel,406.7,276.1,2024-10-16,489,4.11,True
PRD01106,Lenovo Snack 756,Groceries,Snacks,Kasapreko,272.87,199.95,2024-05-06,765,3.87,True
PRD00359,Nivea Furniture 966,Home & Kitchen,Furniture,Tecno,86.25,63.01,2024-01-11,649,3.26,True
PRD00746,GTP Cleaning 650,Home & Kitchen,Cleaning,Generic,1277.62,1082.87,2024-07-31,13,3.37,True
PRD01324,itel Beverage 273,Groceries,Beverages,Hisense,GHS 54.82,44.93,2024-03-09,846,3.34,True
PRD00651,Dell Bag 376,Fashion,Bags,Apple,103.0,61.07,2022-08-12,203,3.52,True
PRD01262,Kasapreko Footwear 213,Fashion,Footwear,,169.21,112.09,22/04/2022,-20,4.62,True
PRD01286,Puma Sportswear 908,Sports & Fitness,Sportswear,Nestle,204.21,114.87,2024-09-02,98,4.14,True
PRD00222,Nestle Cleaning 877,Home & Kitchen,Cleaning,Apple,1196.77,810.43,2023-08-13,555,,True
PRD00114,Hisense Cookware 165,Home & Kitchen,Cookware,,109.62,95.04,23/02/2023,38,4.02,True
PRD00615,Tecno Small Appliance 541,Electronics,Small Appliances,Apple,,1448.58,2023-03-09,714,4.52,True
PRD01217,Nivea Women's Clothing 405,Fashion,Women's Clothing,Nestle,36.74,26.28,2023-12-02,592,3.22,True
PRD00175,HP Monitor 328,Computing,Monitors,Fan Milk,1363.05,1123.94,2022-06-19,706,4.12,True
PRD00465,Adidas Cleaning 532,Home & Kitchen,Cleaning,Adidas,298.24,212.87,2022-07-05,456,3.63,True
PRD01291,GTP Men's Clothing 304,Fashion,Men's Clothing,Woodin,104.29,73.93,06/11/2022,172,4.03,True
PRD00406,Adidas Sportswear 754,Sports & Fitness,Sportswear,Apple,888.24,524.53,2023-09-01,749,3.7,False
PRD01221,Generic Tablet 678,Phones & Tablets,Tablets,Nivea,397.21,,2023-04-29,816,4.36,True
PRD00019,HP Diaper 607,Baby Products,Diapers,Dell,40.14,32.73,2023-09-11,431,3.27,True
PRD01053,Unilever Audio 363,Electronics,Audio,Woodin,3435.24,2982.13,2024-10-04,635,4.04,True
PRD00286,Dell Bag 649,Fashion,Bags,Nestle,223.14,196.32,2022-02-01,646,3.51,True
PRD00937,Lenovo Fiction 776,Books & Stationery,Fiction,Samsung,,271.71,2022-07-30,218,3.42,True
PRD00452,Puma Sportswear 503,Sports & Fitness,Sportswear,Hisense,100.66,83.35,2022-01-06,31,3.92,True
PRD01418,Fan Milk Bedding 623,Home & Kitchen,Bedding,Tecno,27.78,22.4,2024-10-24,808,4.02,True
PRD00032,Unilever Textbook 952,Books & Stationery,Textbooks,Samsung,113.48,68.8,2023-08-19,198,3.49,True
PRD00592,Puma Bag 269,Fashion,Bags,HP,148.41,101.67,2023-11-24,259,4.4,True
PRD00211,GTP Haircare 295,Health & Beauty,Haircare,Fan Milk,167.37,108.07,"February 28, 2023",787,2.82,True
PRD01223,Nasco Supplement 216,Sports & Fitness,Supplements,Nestle,GHS 53.86,30.38,16/06/2023,728,4.36,True
PRD00215,Fan Milk Pantry 690,Groceries,Pantry,Unilever,10.7,6.68,25/05/2023,99,4.75,True
PRD01243,Fan Milk Women's Clothing 770,Fashion,Women's Clothing,Fan Milk,301.32,194.82,2023-08-29,651,3.76,False
PRD00874,Puma Bag 737,Fashion,Bags,Samsung,GHS 227.88,191.79,2022-11-26,447,3.44,True
PRD00479,Nestle Fragrance 826,Health & Beauty,Fragrance,Apple,16.34,12.88,2024-08-18,797,3.95,True
PRD01006,Fan Milk Bag 906,Fashion,Bags,Hisense,92.7,54.82,2023-09-09,219,5.0,True
PRD01448,Kasapreko Cleaning 606,Home & Kitchen,Cleaning,Kasapreko,2022.3,1475.11,2023-07-27,397,,True
PRD00786,Samsung Footwear 839,Fashion,Footwear,Generic,360.4,288.21,2023-06-22,343,3.87,False
PRD00189,Kasapreko Snack 975,Groceries,Snacks,Generic,9.64,5.44,2022-03-17,665,4.54,True
PRD01330,HP Storage 949,Computing,Storage,,4139.79,3476.37,30/03/2024,697,4.08,True
PRD01010,HP Footwear 632,Fashion,Footwear,Apple,55.17,40.58,2022-02-07,573,4.23,False
PRD00744,Nestle Phone Accessorie 119,Phones & Tablets ,,HP,902.33,676.86,2023-10-28,376,4.09,True
PRD00148,Nestle Bedding 131,Home & Kitchen,Bedding,Generic,GHS 758.28,663.16,2022-04-07,527,4.17,True
PRD00426,Woodin Pantry 788,Groceries,Pantry,Nivea,11.77,9.24,2021-12-31,472,4.39,True
PRD00975,Fan Milk Women's Clothing 400,Fashion,Women's Clothing,Kasapreko,GHS 59.55,41.27,2022-03-23,319,3.34,True
PRD00084,itel Monitor 555,Computing,Monitors,HP,3615.86,2867.57,19/10/2023,313,5.0,True
PRD00721,itel Bedding 215,Home & Kitchen,Bedding,Lenovo,1891.22,1520.9,2023-08-01,317,,True
PRD00049,Woodin Haircare 293,Health & Beauty,Haircare,Nivea,224.46,195.14,2022-01-24,138,3.74,True
PRD01157,Samsung Smartphone 928,Phones & Tablets,Smartphones,Fan Milk,232.2,158.72,2024-11-27,151,4.41,True
PRD00156,Dell Skincare 801,Health & Beauty,Skincare,Nestle,254.64,149.03,2022-05-28,111,3.57,True
PRD01122,Tecno Power Bank 585,Phones & Tablets,Power Banks,Unilever,2194.05,1229.41,2022-05-31,195,4.73,True
PRD01183,Tecno Power Bank 585,Phones & Tablets,Power Banks,Unilever,765.65,661.5,2024-06-21,619,4.78,True
PRD01189,Unilever Monitor 995,Computing,Monitors,Nestle,656.1,537.4,2023-06-11,189,4.22,True
PRD01211,itel Snack 130,Groceries,Snacks,Fan Milk,28.93,20.87,2024-05-11,640,4.7,False
PRD01318,Hisense Smartphone 595,Phones & Tablets,Smartphones,itel,465.97,305.33,2022-06-21,580,4.65,True
PRD01466,Kasapreko Skincare 200,Health & Beauty ,Skincare,HP,227.39,163.38,2022-12-12,149,3.78,True
PRD00340,Kasapreko Sportswear 303,Sports & Fitness,Sportswear,Samsung,268.13,130.2,2023-04-07,888,3.47,True
PRD01390,Apple Smartphone 737,Phones & Tablets,Smartphones,Puma,473.11,328.81,2023-08-06,489,4.2,False
PRD00180,Kasapreko Snack 492,Groceries,Snacks,Nestle,81.44,57.56,2022-09-28,827,4.52,True
PRD00553,Kasapreko Printer 245,Computing,Printers,Nasco,GHS 770.29,494.43,2023-03-29,746,4.48,True
PRD01294,Woodin Men's Clothing 792,Fashion,Men's Clothing,Lenovo,134.8,95.97,2024-06-25,388,3.79,True
PRD00472,Lenovo Women's Clothing 285,FASHION,Women's Clothing,Kasapreko,229.39,162.69,2022-05-26,456,4.25,True
PRD00555,Adidas Tablet 842,Phones & Tablets,Tablets,Generic,1350.44,1015.62,2024-12-26,417,4.46,True
PRD00882,HP Fragrance 174,Health & Beauty,Fragrance,Dell,58.43,50.81,2023-06-20,367,3.65,True
PRD00364,Kasapreko Smartphone 688,phones & tablets,Smartphones,GTP,1281.04,937.67,2024-01-19,764,4.33,True
PRD00427,Infinix Camera 995,Electronics,Cameras,Apple,387.3,295.12,2024-12-06,444,3.41,True
PRD01222,itel Camera 606,Electronics,Cameras,itel,3000.35,2088.79,2024-12-22,646,4.77,True
PRD01244,Tecno Tablet 909,Phones & Tablets,Tablets,Woodin,657.31,463.99,2023-09-24,301,,True
PRD00347,Unilever Art 645,Books & Stationery,Art,Apple,65.66,57.0,"October 17, 2024",237,2.77,True
PRD01080,GTP Women's Clothing 937,Fashion,Women's Clothing,HP,326.95,284.42,2022-08-13,420,4.85,True
PRD01487,Lenovo Office Supplie 370,Books & Stationery,Office Supplies,itel,24.23,19.36,15/11/2023,568,3.88,True
PRD01117,Dell Monitor 680,Computing,Monitors,Hisense,2607.12,1562.17,2024-06-17,48,4.03,True
PRD00706,Apple Cleaning 985,Home & Kitchen ,Cleaning,Fan Milk,96.61,63.74,2022-10-14,424,3.36,True
PRD01341,Nestle Power Bank 835,Phones & Tablets,Power Banks,Dell,5087.85,2858.25,2023-03-13,555,3.73,False
PRD01378,Unilever Supplement 846,Sports & Fitness,Supplements,Kasapreko,283.78,209.89,2024-05-16,828,4.45,True
PRD00611,Puma Cookware 829,Home & Kitchen,Cookware,Puma,83.3,53.03,2022-01-29,733,3.26,True
PRD00678,Adidas Furniture 842,Home & Kitchen,Furniture,Infinix,2354.51,1566.24,2022-02-22,433,3.65,True
PRD00244,Samsung Cookware 981,Home & Kitchen,Cookware,Infinix,34.06,28.74,2023-02-12,316,4.64,True
PRD00868,HP Beverage 119,Groceries,,GTP,180.72,110.06,2024-05-06,554,4.18,True
PRD01426,Generic Women's Clothing 966,Fashion,Women's Clothing,Midea,233.43,195.94,"December 14, 2022",317,3.84,True
PRD00662,itel Outdoor 517,Sports & Fitness,Outdoor,Nestle,60.0,50.9,2024-03-15,550,4.17,True
PRD01042,Puma Supplement 410,Health & Beauty,Supplements,Unilever,312.33,,2024-12-26,866,3.86,True
PRD01422,Infinix Furniture 792,Home & Kitchen,Furniture,Apple,790.7,622.75,2024-10-09,859,3.34,True
PRD01240,Nestle Storage 556,Computing,Storage,Apple,5125.38,3797.84,2023-01-30,631,4.65,True
PRD00436,Woodin Small Appliance 430,Electronics,Small Appliances,Kasapreko,2734.81,2384.54,2023-01-20,891,3.71,True
PRD01472,Nivea Storage 795,Computing,Storage,Samsung,9036.45,6058.59,2023-03-10,822,,True
PRD01290,Adidas Cookware 621,Home & Kitchen,Cookware,Adidas,29.19,18.28,2024-05-22,354,4.67,True
PRD00309,Kasapreko Television 405,Electronics,Televisions,Nasco,-1.0,251.29,2023-12-31,115,4.02,True
PRD00839,Woodin Men's Clothing 530,Fashion,Men's Clothing,Samsung,208.37,174.53,2023-07-02,201,4.15,False
PRD00431,Dell Outdoor 469,Sports & Fitness,Outdoor,Fan Milk,917.58,549.92,2024-11-29,502,3.27,True
PRD01361,Dell Haircare 242,Health & Beauty,Haircare,Nasco,48.35,30.75,2024-10-04,230,3.74,True
PRD00399,Lenovo Men's Clothing 368,Fashion,Men's Clothing,Kasapreko,237.17,166.99,2022-07-14,424,4.35,True
PRD00424,Nestle Smartphone 200,Phones & Tablets,Smartphones,Nestle,208.14,149.12,"November 22, 2023",482,5.0,True
PRD00371,Hisense Pantry 523,Groceries,Pantry,Hisense,77.24,53.7,23/01/2024,816,4.19,True
PRD00055,Apple Skincare 710,Health & Beauty,Skincare,Fan Milk,157.06,117.05,2022-07-28,300,3.73,True
PRD00821,Tecno Tablet 936,Phones & Tablets,Tablets,Nivea,4287.61,2603.44,16/05/2024,20,3.67,False
PRD00598,Nivea Skincare 105,Health & Beauty,Skincare,Hisense,352.23,222.85,2024-06-23,111,4.3,True
PRD00612,GTP Supplement 253,Health & Beauty,Supplements,Infinix,191.71,160.33,2022-04-20,694,4.05,True
PRD00313,Unilever Television 313,Electronics,Televisions,Fan Milk,178.72,125.28,2022-01-08,381,3.63,False
PRD00927,Samsung Monitor 470,Computing,Monitors,Nivea,"GHS 5,245.26",3400.06,2024-05-06,733,3.7,True
PRD00995,Samsung Gym Equipment 807,Sports & Fitness,Gym Equipment,Nivea,64.84,39.36,14/11/2023,696,,True
PRD00586,Lenovo Fragrance 506,Health & Beauty,Fragrance,Kasapreko,205.13,,2022-08-23,258,3.76,True
PRD00110,Infinix Gym Equipment 172,Sports & Fitness,Gym Equipment,Fan Milk,833.02,593.5,2022-06-29,782,,True
PRD01206,itel Phone Accessorie 608,Phones & Tablets ,Phone Accessories,Samsung,5974.35,5226.88,09/10/2024,336,5.0,True
PRD00742,Lenovo Tablet 490,Phones & Tablets,Tablets,Nivea,1059.24,873.83,2023-03-31,545,4.41,True
PRD00101,Puma Sportswear 208,SPORTS & FITNESS,Sportswear,Unilever,68.29,52.81,2024-01-01,646,3.64,True
PRD01481,Adidas Bag 404,Fashion,Bags,Lenovo,48.62,35.99,2024-02-07,252,3.93,True
PRD00719,Apple Fragrance 966,Health & Beauty,Fragrance,Samsung,38.97,23.42,2024-11-06,503,3.41,True
PRD01427,Nasco Tablet 679,Phones & Tablets,Tablets,Tecno,1389.02,1036.81,2022-01-24,774,3.88,True
