customer_id,churn_probability,risk_decile,monetary_total,frequency,recency_days,acquisition_channel,loyalty_tier,expected_revenue_at_risk
CUST001398,0.2711,8,9914.57,7.0,2.0,Paid Social,Gold,2687.84
CUST016685,0.978,1,2747.84,2.0,213.0,Email Campaign,Silver,2687.39
CUST004989,0.2116,9,12694.82,6.0,48.0,Referral,Silver,2686.22
CUST003685,0.9659,1,2781.0299999999997,5.0,235.0,Paid Social,Platinum,2686.2
CUST002616,0.2306,9,11644.740000000002,4.0,2.0,Email Campaign,Silver,2685.28
CUST015545,0.3244,8,8273.48,5.0,36.0,Email Campaign,Bronze,2683.92
CUST017152,0.4264,6,6293.42,5.0,2.0,,Bronze,2683.51
CUST010257,0.2856,8,9395.76,3.0,26.0,Organic Search,Bronze,2683.43
CUST011702,0.4762,5,5633.93,2.0,23.0,Direct,Bronze,2682.88
CUST002061,0.074,10,36240.07,12.0,2.0,Organic Search,Bronze,2681.77
CUST001810,0.4525,6,5924.29,4.0,216.0,Organic Search,,2680.74
CUST017488,0.5146,5,5208.62,2.0,57.0,Direct,Bronze,2680.36
CUST015304,0.3778,7,7093.5599999999995,2.0,121.0,Direct,Bronze,2679.95
CUST003430,0.3772,7,7104.370000000001,2.0,23.0,Email Campaign,Gold,2679.77
CUST003869,0.2071,9,12935.58,8.0,24.0,Referral,Bronze,2678.96
CUST010336,0.5891,4,4545.97,1.0,265.0,,Gold,2678.03
CUST004914,0.9467,2,2827.32,4.0,198.0,Paid Social,Bronze,2676.62
CUST015942,0.9674,1,2765.45,4.0,298.0,Referral,Bronze,2675.3
CUST000662,0.0803,10,33309.64,12.0,4.0,Organic Search,Gold,2674.76
CUST006818,0.1744,9,15334.36,6.0,40.0,Organic Search,,2674.31
CUST010041,0.207,9,12912.25,6.0,39.0,Referral,Bronze,2672.84
CUST006884,0.9432,2,2833.23,5.0,213.0,Referral,Gold,2672.3
CUST005197,0.9347,2,2858.0,4.0,149.0,Influencer,Bronze,2671.37
CUST000592,0.5977,4,4468.64,5.0,31.0,Email Campaign,Silver,2670.91
CUST003779,0.9588,2,2785.15,1.0,202.0,Referral,Silver,2670.4
CUST001032,0.2319,9,11512.11,3.0,3.0,Email Campaign,Bronze,2669.66
CUST007023,0.9903,1,2695.81,1.0,376.0,Email Campaign,Bronze,2669.66
CUST900173,0.1102,10,24221.59,14.0,38.0,Paid Social,Gold,2669.22
CUST019463,0.0846,10,31548.32,8.0,12.0,Influencer,,2668.99
CUST011817,0.25,9,10669.650000000001,5.0,103.0,Referral,Bronze,2667.41
CUST013814,0.9426,2,2829.62,3.0,194.0,Marketplace,Platinum,2667.2
CUST013952,0.9362,2,2848.81,1.0,383.0,Paid Social,Gold,2667.06
CUST011517,0.2812,8,9475.150000000001,3.0,9.0,Paid Social,Silver,2664.41
CUST003173,0.9334,2,2853.77,2.0,348.0,Organic Search,Bronze,2663.71
CUST007491,0.3983,6,6686.3,2.0,23.0,Influencer,Gold,2663.15
CUST008022,0.329,8,8089.400000000001,5.0,24.0,Organic Search,Bronze,2661.41
CUST019226,0.5398,5,4930.08,2.0,96.0,Organic Search,Gold,2661.26
CUST012315,0.9711,1,2740.31,2.0,382.0,Email Campaign,Bronze,2661.12
CUST010619,0.9259,2,2873.91,1.0,177.0,Organic Search,Bronze,2660.95
CUST017773,0.3842,7,6924.26,6.0,25.0,Referral,Bronze,2660.3
CUST002806,0.2282,9,11655.279999999999,3.0,13.0,Organic Search,Silver,2659.73
CUST003500,0.3906,7,6804.61,1.0,16.0,Influencer,,2657.88
CUST019194,0.2327,9,11419.960000000001,4.0,44.0,Organic Search,Platinum,2657.42
CUST012206,0.8976,3,2960.12,2.0,107.0,,,2657.0
CUST003948,0.1173,10,22650.41,8.0,1.0,Direct,Bronze,2656.89
CUST009381,0.0867,10,30625.8,9.0,18.0,Email Campaign,Silver,2655.26
CUST013256,0.4759,5,5578.15,4.0,44.0,Email Campaign,Gold,2654.64
CUST008016,0.9072,2,2926.04,5.0,152.0,Organic Search,,2654.5
CUST017069,0.9703,1,2735.29,3.0,315.0,Paid Social,Bronze,2654.05
CUST006005,0.805,3,3295.02,4.0,81.0,Organic Search,Bronze,2652.49
CUST001149,0.2524,9,10508.71,4.0,114.0,Referral,Silver,2652.4
CUST010403,0.9834,1,2696.8,2.0,351.0,Paid Social,Bronze,2652.03
CUST006320,0.9012,3,2942.0099999999998,3.0,120.0,Organic Search,Platinum,2651.34
CUST010589,0.9811,1,2701.37,2.0,400.0,Direct,Bronze,2650.31
CUST005304,0.469,5,5649.83,4.0,13.0,Email Campaign,Bronze,2649.77
CUST003916,0.9058,3,2924.95,4.0,179.0,Referral,,2649.42
CUST001099,0.2138,9,12390.91,8.0,0.0,,Bronze,2649.18
CUST018250,0.8549,3,3098.74,1.0,92.0,Direct,,2649.11
CUST002198,0.4715,5,5617.98,3.0,33.0,Paid Social,Bronze,2648.88
CUST009020,0.097,10,27307.84,9.0,2.0,Paid Social,Silver,2648.86
CUST016687,0.5308,5,4988.0,1.0,180.0,Paid Social,Platinum,2647.63
CUST012175,0.7816,3,3386.64,1.0,32.0,Organic Search,Silver,2647.0
CUST019604,0.5119,5,5168.74,2.0,26.0,Influencer,Gold,2645.88
CUST009558,0.4988,5,5303.45,3.0,127.0,Organic Search,Bronze,2645.36
CUST019764,0.4243,6,6233.72,1.0,5.0,Organic Search,Bronze,2644.97
CUST000691,0.3473,7,7606.18,2.0,10.0,,Bronze,2641.63
CUST011617,0.2303,9,11462.5,4.0,177.0,Organic Search,Bronze,2639.81
CUST009995,0.1869,9,14122.75,6.0,82.0,Paid Social,Platinum,2639.54
CUST001620,0.4067,6,6485.3099999999995,3.0,82.0,Influencer,Gold,2637.58
CUST006685,0.2117,9,12458.529999999999,13.0,23.0,Marketplace,Bronze,2637.47
CUST007147,0.3848,7,6853.6,3.0,44.0,Direct,Bronze,2637.27
CUST016633,0.5098,5,5172.48,2.0,120.0,Marketplace,Silver,2636.93
CUST009346,0.5416,5,4868.67,3.0,48.0,Marketplace,Silver,2636.87
CUST008788,0.2331,9,11300.5,3.0,25.0,Organic Search,Silver,2634.15
CUST008763,0.9509,2,2769.69,3.0,169.0,Direct,Bronze,2633.7
CUST015444,0.2374,9,11090.89,7.0,39.0,Email Campaign,Platinum,2632.98
CUST010448,0.1839,9,14316.96,5.0,52.0,Organic Search,Bronze,2632.89
CUST003945,0.9699,1,2713.4399999999996,3.0,242.0,Paid Social,Silver,2631.77
CUST006400,0.169,10,15571.77,9.0,17.0,Referral,Platinum,2631.63
CUST017087,0.2202,9,11950.44,6.0,120.0,Referral,Bronze,2631.49
CUST013977,0.5918,4,4446.19,3.0,57.0,Marketplace,Silver,2631.26
CUST011892,0.2967,8,8863.85,1.0,9.0,,Silver,2629.9
CUST015505,0.9317,2,2819.3,4.0,119.0,Organic Search,Silver,2626.74
CUST004757,0.8842,3,2969.4799999999996,3.0,113.0,Referral,Bronze,2625.61
CUST009743,0.3205,8,8187.32,2.0,23.0,Direct,Silver,2624.04
CUST002483,0.7595,3,3449.7099999999996,3.0,51.0,Marketplace,Bronze,2620.05
CUST003087,0.4,6,6549.35,1.0,31.0,,Bronze,2619.74
CUST008721,0.8913,3,2938.98,1.0,108.0,Referral,Gold,2619.51
CUST001845,0.4296,6,6093.89,2.0,101.0,Email Campaign,Gold,2617.94
CUST006108,0.9581,2,2732.02,1.0,358.0,Email Campaign,Bronze,2617.55
CUST018397,0.9464,2,2765.49,2.0,149.0,Paid Social,,2617.26
CUST002203,0.0955,10,27405.81,14.0,13.0,Referral,Bronze,2617.25
CUST014913,0.1846,9,14175.87,8.0,4.0,Organic Search,Bronze,2616.87
CUST002452,0.4203,6,6224.7,6.0,86.0,Direct,Gold,2616.24
CUST000217,0.7415,3,3526.44,1.0,62.0,Referral,Bronze,2614.86
CUST008418,0.5203,5,5025.62,2.0,11.0,Referral,Bronze,2614.83
CUST000308,0.4596,6,5689.35,1.0,14.0,Marketplace,Bronze,2614.83
CUST004806,0.967,1,2703.7799999999997,3.0,210.0,Paid Social,,2614.56
CUST012532,0.3616,7,7223.530000000001,5.0,61.0,Marketplace,Bronze,2612.03
CUST012170,0.325,8,8033.360000000001,4.0,27.0,Organic Search,Silver,2610.84
CUST016226,0.8242,3,3167.45,2.0,113.0,Organic Search,Bronze,2610.61
CUST011738,0.2155,9,12112.3,7.0,35.0,Organic Search,,2610.2
CUST007740,0.245,9,10647.71,7.0,22.0,Paid Social,Platinum,2608.69
CUST001883,0.4731,5,5513.08,2.0,135.0,Paid Social,,2608.24
CUST010723,0.4687,5,5558.99,1.0,28.0,Email Campaign,Bronze,2605.5
CUST015779,0.4239,6,6146.27,1.0,5.0,Paid Social,Bronze,2605.4
CUST009570,0.2745,8,9491.41,6.0,34.0,Influencer,Silver,2605.39
CUST019381,0.4633,6,5622.71,2.0,4.0,Paid Social,Silver,2605.0
CUST016651,0.3529,7,7379.429999999999,3.0,17.0,Referral,Bronze,2604.2
CUST005270,0.0553,10,47088.31,12.0,23.0,Direct,Silver,2603.98
CUST008311,0.4865,5,5352.0,2.0,18.0,Paid Social,Silver,2603.75
CUST015270,0.5035,5,5171.2,1.0,16.0,Paid Social,Bronze,2603.7
CUST005241,0.2504,9,10394.16,9.0,101.0,Influencer,Gold,2602.7
CUST001801,0.9816,1,2650.41,2.0,255.0,Paid Social,Silver,2601.64
CUST019293,0.2998,8,8675.33,5.0,40.0,Influencer,,2600.86
CUST001889,0.8644,3,3008.31,2.0,51.0,Referral,Silver,2600.38
CUST007535,0.6006,4,4329.62,3.0,108.0,Email Campaign,Silver,2600.37
CUST005697,0.4487,6,5795.27,2.0,268.0,Organic Search,Silver,2600.34
CUST013293,0.4336,6,5997.09,2.0,408.0,Organic Search,Silver,2600.34
CUST011378,0.845,3,3076.42,7.0,146.0,Email Campaign,Platinum,2599.57
CUST006995,0.9388,2,2767.01,2.0,133.0,Paid Social,Bronze,2597.67
CUST006939,0.4204,6,6176.89,1.0,20.0,Paid Social,Silver,2596.76
CUST004114,0.3025,8,8579.91,3.0,87.0,Paid Social,Bronze,2595.42
CUST003141,0.5609,4,4624.389999999999,2.0,403.0,Paid Social,Bronze,2593.82
CUST005546,0.9393,2,2760.95,1.0,212.0,Influencer,Gold,2593.36
CUST002306,0.8064,3,3213.05,5.0,70.0,Email Campaign,Bronze,2591.0
CUST005631,0.1375,10,18830.03,11.0,56.0,Influencer,,2589.13
CUST006807,0.9533,2,2715.33,2.0,258.0,Email Campaign,Silver,2588.52
CUST017201,0.9838,1,2630.06,3.0,266.0,Direct,Gold,2587.45
CUST012462,0.2291,9,11292.91,8.0,13.0,Marketplace,Bronze,2587.21
CUST014971,0.7897,3,3274.76,1.0,48.0,Marketplace,Gold,2586.08
CUST006539,0.5131,5,5039.56,3.0,279.0,Influencer,Bronze,2585.8
CUST006369,0.3042,8,8488.61,5.0,36.0,,Bronze,2582.24
CUST003980,0.2654,8,9725.47,8.0,29.0,Email Campaign,Bronze,2581.14
CUST018351,0.2839,8,9089.150000000001,3.0,84.0,Marketplace,Platinum,2580.41
CUST000022,0.4556,6,5662.58,6.0,28.0,Paid Social,Silver,2579.87
CUST014783,0.1203,10,21443.38,11.0,38.0,Influencer,Gold,2579.64
CUST005512,0.2517,9,10247.669999999998,4.0,74.0,Organic Search,,2579.34
CUST010017,0.3626,7,7110.12,6.0,19.0,Paid Social,Bronze,2578.13
CUST013282,0.1566,10,16460.75,7.0,138.0,Referral,Silver,2577.75
CUST019288,0.1803,9,14295.71,5.0,56.0,Paid Social,Bronze,2577.52
CUST016175,0.9529,2,2701.2999999999997,2.0,200.0,Email Campaign,,2574.07
CUST018514,0.9762,1,2636.71,1.0,424.0,Influencer,Bronze,2573.96
CUST007440,0.2237,9,11499.43,7.0,10.0,Email Campaign,Bronze,2572.42
CUST007034,0.5276,5,4875.42,3.0,69.0,Paid Social,Silver,2572.27
CUST004387,0.358,7,7180.76,3.0,85.0,Organic Search,Silver,2570.71
CUST004909,0.1996,9,12876.17,6.0,28.0,Direct,Bronze,2570.08
CUST000496,0.4165,6,6169.17,1.0,49.0,Organic Search,Bronze,2569.46
CUST016492,0.5728,4,4483.41,2.0,22.0,Referral,Bronze,2568.1
CUST900114,0.8783,3,2923.46,1.0,109.0,Organic Search,Silver,2567.67
CUST004378,0.1993,9,12874.25,5.0,1.0,Referral,,2565.84
CUST018945,0.4056,6,6324.53,4.0,43.0,Email Campaign,Bronze,2565.23
CUST003876,0.8939,3,2869.59,2.0,103.0,Influencer,Silver,2565.13
CUST006186,0.983,1,2609.41,3.0,386.0,Paid Social,Silver,2565.05
CUST004108,0.3071,8,8347.869999999999,6.0,11.0,Organic Search,Platinum,2563.63
CUST016573,0.3398,7,7538.8099999999995,7.0,95.0,Marketplace,Silver,2561.69
CUST018858,0.226,9,11334.49,7.0,6.0,Influencer,Bronze,2561.59
CUST004781,0.9492,2,2698.33,1.0,105.0,Organic Search,Silver,2561.25
CUST008260,0.8891,3,2879.99,3.0,140.0,Referral,Bronze,2560.6
CUST006649,0.1091,10,23464.989999999998,11.0,3.0,Organic Search,Gold,2560.03
CUST018911,0.9834,1,2603.0699999999997,2.0,422.0,Direct,Bronze,2559.86
CUST019976,0.3162,8,8095.51,2.0,17.0,Marketplace,Platinum,2559.8
CUST003567,0.2582,8,9907.54,5.0,24.0,Referral,,2558.13
CUST002224,0.3202,8,7987.53,5.0,127.0,Organic Search,Gold,2557.61
CUST001843,0.9765,1,2616.4,1.0,284.0,Influencer,Silver,2554.91
CUST017600,0.9395,2,2717.91,3.0,175.0,Paid Social,Bronze,2553.48
CUST017437,0.2847,8,8967.89,5.0,311.0,Referral,Silver,2553.16
CUST014672,0.408,6,6257.31,1.0,3.0,,Silver,2552.98
CUST012594,0.6469,4,3944.23,1.0,287.0,Direct,Bronze,2551.52
CUST000346,0.2067,9,12343.0,7.0,59.0,Organic Search,Silver,2551.3
CUST004242,0.3969,7,6427.65,3.0,17.0,Email Campaign,Bronze,2551.13
CUST011411,0.2916,8,8747.34,2.0,13.0,,Bronze,2550.72
CUST007423,0.4216,6,6050.0,3.0,182.0,Organic Search,Silver,2550.68
CUST017034,0.1483,10,17197.91,10.0,14.0,Marketplace,Gold,2550.45
CUST011941,0.4375,6,5829.15,2.0,77.0,Paid Social,,2550.25
CUST010953,0.2377,9,10728.199999999999,5.0,58.0,Direct,Gold,2550.09
CUST002629,0.1956,9,13035.98,8.0,2.0,Organic Search,Gold,2549.84
CUST019444,0.991,1,2572.25,2.0,346.0,Organic Search,Bronze,2549.1
CUST017311,0.4028,6,6325.62,1.0,429.0,Referral,Silver,2547.96
CUST012441,0.3971,7,6414.650000000001,2.0,117.0,,Bronze,2547.26
CUST006808,0.2225,9,11446.66,8.0,46.0,Referral,Gold,2546.88
CUST019553,0.6074,4,4192.11,2.0,240.0,,Bronze,2546.29
CUST001042,0.1702,10,14954.49,7.0,3.0,Email Campaign,Platinum,2545.25
CUST018958,0.5116,5,4973.84,4.0,7.0,Paid Social,Bronze,2544.62
CUST001493,0.9647,1,2637.4300000000003,4.0,183.0,Influencer,Bronze,2544.33
CUST007506,0.3943,7,6444.88,4.0,3.0,Paid Social,Bronze,2541.22
CUST000795,0.9782,1,2595.8900000000003,3.0,353.0,Email Campaign,Bronze,2539.3
CUST005901,0.9876,1,2569.58,1.0,289.0,Paid Social,Bronze,2537.72
CUST013915,0.409,6,6203.15,5.0,97.0,Organic Search,Bronze,2537.09
CUST009405,0.9785,1,2591.76,1.0,333.0,Organic Search,Silver,2536.04
CUST012886,0.419,6,6045.32,10.0,49.0,Organic Search,Bronze,2532.99
CUST009628,0.8336,3,3037.8,5.0,68.0,Organic Search,Silver,2532.31
CUST011458,0.4291,6,5899.01,3.0,173.0,,Bronze,2531.27
CUST014871,0.9646,1,2624.02,2.0,208.0,Email Campaign,Bronze,2531.13
CUST014537,0.489,5,5175.45,1.0,68.0,Paid Social,Platinum,2530.8
CUST016678,0.9793,1,2583.93,1.0,302.0,Paid Social,Gold,2530.44
CUST000288,0.4892,5,5172.13,4.0,105.0,Marketplace,Silver,2530.21
CUST010725,0.1904,9,13288.4,8.0,12.0,,Silver,2530.11
CUST015523,0.2509,9,10078.65,6.0,17.0,Email Campaign,Bronze,2528.73
CUST008223,0.6117,4,4133.34,3.0,118.0,,Bronze,2528.36
CUST019650,0.2651,8,9536.64,5.0,176.0,Marketplace,Silver,2528.16
CUST019083,0.2712,8,9321.49,6.0,24.0,Paid Social,Gold,2527.99
CUST018940,0.0896,10,28195.989999999998,8.0,7.0,Organic Search,Silver,2526.36
CUST009273,0.3291,8,7676.49,5.0,70.0,Direct,Gold,2526.33
CUST019881,0.4806,5,5251.77,4.0,123.0,Organic Search,Silver,2524.0
CUST018165,0.364,7,6933.469999999999,4.0,45.0,Direct,Bronze,2523.78
CUST011798,0.83,3,3040.46,2.0,117.0,,Bronze,2523.58
CUST000529,0.4005,6,6300.629999999999,6.0,19.0,Referral,Bronze,2523.4
CUST008695,0.9779,1,2579.97,1.0,225.0,Email Campaign,Bronze,2522.95
CUST006294,0.9312,2,2709.0,1.0,114.0,Email Campaign,Silver,2522.62
CUST004330,0.4917,5,5129.68,1.0,23.0,Referral,Bronze,2522.26
CUST002663,0.9465,2,2663.8199999999997,2.0,112.0,,Gold,2521.31
CUST007381,0.3707,7,6801.07,5.0,17.0,Paid Social,Gold,2521.16
CUST005722,0.1737,9,14513.75,10.0,82.0,Organic Search,Gold,2521.04
CUST018210,0.4815,5,5235.61,1.0,91.0,,Silver,2520.95
CUST014215,0.5735,4,4392.2,1.0,126.0,Direct,Bronze,2518.93
CUST014705,0.4183,6,6021.030000000001,2.0,7.0,Organic Search,Bronze,2518.6
CUST012302,0.2217,9,11357.150000000001,6.0,110.0,Organic Search,Gold,2517.88
CUST012527,0.4233,6,5946.469999999999,4.0,5.0,Direct,Bronze,2517.14
CUST004950,0.6809,4,3696.42,3.0,113.0,Direct,Gold,2516.89
CUST013834,0.9806,1,2566.4799999999996,3.0,314.0,Organic Search,Gold,2516.69
CUST015822,0.9418,2,2671.31,6.0,214.0,Paid Social,Bronze,2515.84
CUST013226,0.5437,5,4624.99,4.0,131.0,Marketplace,Bronze,2514.61
CUST003033,0.2888,8,8706.13,4.0,50.0,Organic Search,Silver,2514.33
CUST001805,0.862,3,2916.6499999999996,2.0,89.0,Referral,,2514.15
CUST009039,0.3626,7,6933.32,4.0,74.0,Paid Social,Bronze,2514.02
CUST018093,0.455,6,5524.25,3.0,20.0,Paid Social,Silver,2513.53
CUST005620,0.6665,4,3768.59,4.0,34.0,Direct,Bronze,2511.77
CUST008293,0.9497,2,2644.21,1.0,376.0,Referral,Bronze,2511.21
CUST017082,0.9324,2,2691.4,1.0,147.0,Referral,Bronze,2509.46
CUST018713,0.4779,5,5251.02,3.0,3.0,Email Campaign,Bronze,2509.46
CUST900237,0.1669,10,15025.06,8.0,37.0,Organic Search,Silver,2507.68
CUST016608,0.4747,5,5281.66,3.0,45.0,Referral,,2507.2
CUST008388,0.3053,8,8211.54,5.0,30.0,Influencer,Bronze,2506.98
CUST000593,0.9843,1,2546.83,1.0,310.0,Organic Search,Silver,2506.84
CUST007520,0.5972,4,4197.33,1.0,270.0,Influencer,Bronze,2506.65
CUST002751,0.9629,1,2601.9,4.0,286.0,Organic Search,Bronze,2505.37
CUST009596,0.0464,10,53974.29,14.0,25.0,Referral,Silver,2504.41
CUST000212,0.1049,10,23871.91,14.0,12.0,Referral,Silver,2504.16
CUST011028,0.0495,10,50584.53,16.0,9.0,,,2503.93
CUST015765,0.1845,9,13571.310000000001,9.0,9.0,Email Campaign,,2503.91
CUST006374,0.3468,7,7219.87,4.0,1.0,Organic Search,Bronze,2503.85
CUST000880,0.3015,8,8304.310000000001,4.0,57.0,Paid Social,Bronze,2503.75
CUST000052,0.2285,9,10956.79,6.0,41.0,Paid Social,Bronze,2503.63
CUST002887,0.5807,4,4309.35,1.0,407.0,Direct,Gold,2502.44
CUST007105,0.3173,8,7884.01,3.0,121.0,Referral,Bronze,2501.6
CUST004229,0.4418,6,5662.1,3.0,45.0,Organic Search,Bronze,2501.52
CUST019823,0.827,3,3023.58,3.0,198.0,Paid Social,Silver,2500.5
CUST012741,0.9641,1,2593.43,3.0,246.0,Email Campaign,Silver,2500.33
CUST002946,0.3638,7,6871.55,6.0,53.0,Referral,Bronze,2499.87
CUST019430,0.1849,9,13513.24,12.0,32.0,Organic Search,Gold,2498.6
CUST011611,0.5518,5,4527.0,4.0,50.0,Organic Search,Gold,2498.0
CUST002524,0.2755,8,9061.75,2.0,4.0,Email Campaign,Bronze,2496.51
CUST009748,0.0865,10,28858.55,10.0,3.0,,Bronze,2496.26
CUST015470,0.057,10,43770.18,12.0,52.0,Organic Search,Platinum,2494.9
CUST019832,0.9266,2,2691.41,3.0,107.0,Referral,Bronze,2493.86
CUST004456,0.8292,3,3007.14,5.0,157.0,Organic Search,Silver,2493.52
CUST000157,0.4754,5,5243.93,3.0,27.0,Paid Social,Bronze,2492.96
CUST009974,0.8719,3,2856.27,1.0,51.0,Paid Social,Silver,2490.38
CUST004356,0.1351,10,18432.91,6.0,36.0,Email Campaign,Platinum,2490.29
CUST005784,0.9028,3,2758.35,4.0,219.0,Referral,Bronze,2490.24
CUST008974,0.3772,7,6600.79,4.0,49.0,Paid Social,Silver,2489.82
CUST000681,0.9079,2,2741.9300000000003,6.0,167.0,Organic Search,Silver,2489.4
CUST000473,0.3681,7,6756.03,4.0,31.0,,Bronze,2486.89
CUST006499,0.0371,10,67005.58,16.0,0.0,Email Campaign,Platinum,2485.91
CUST000740,0.9721,1,2555.69,1.0,261.0,Marketplace,Bronze,2484.39
CUST001338,0.4903,5,5066.63,3.0,108.0,Marketplace,Gold,2484.17
CUST008924,0.9067,2,2739.55,4.0,185.0,Direct,Silver,2483.95
CUST016254,0.9755,1,2546.23,1.0,199.0,Marketplace,Bronze,2483.85
CUST008403,0.4018,6,6179.87,5.0,91.0,Paid Social,Gold,2483.07
CUST012316,0.2978,8,8333.69,5.0,122.0,Organic Search,Gold,2481.77
CUST016752,0.9911,1,2502.84,1.0,412.0,Organic Search,Bronze,2480.56
CUST011992,0.9164,2,2706.17,3.0,137.0,Organic Search,Gold,2479.93
CUST004902,0.3408,7,7275.219999999999,3.0,162.0,Influencer,Bronze,2479.39
CUST015098,0.2959,8,8374.26,2.0,116.0,Organic Search,Gold,2477.94
CUST000766,0.2421,9,10232.46,7.0,53.0,Direct,Bronze,2477.28
CUST003212,0.5723,4,4327.860000000001,2.0,245.0,Paid Social,Bronze,2476.83
CUST001109,0.1401,10,17668.93,9.0,18.0,,Silver,2475.42
CUST008798,0.9461,2,2615.94,4.0,130.0,,Gold,2474.94
CUST016898,0.2954,8,8373.43,3.0,33.0,Paid Social,Silver,2473.51
CUST009216,0.4866,5,5083.23,1.0,31.0,Organic Search,,2473.5
CUST014163,0.9243,2,2676.01,4.0,98.0,Email Campaign,Bronze,2473.44
CUST009860,0.267,8,9262.810000000001,5.0,41.0,Organic Search,Silver,2473.17
CUST006125,0.605,4,4086.3,4.0,150.0,Paid Social,Bronze,2472.21
CUST001806,0.2073,9,11921.25,9.0,26.0,Referral,Bronze,2471.28
CUST014923,0.9884,1,2500.18,1.0,340.0,Paid Social,Bronze,2471.18
CUST009472,0.5819,4,4246.57,3.0,79.0,Paid Social,Silver,2471.08
CUST013466,0.2237,9,11046.17,4.0,10.0,Organic Search,Silver,2471.03
CUST013150,0.2433,9,10156.01,9.0,1.0,Paid Social,Silver,2470.96
CUST001027,0.4059,6,6087.37,4.0,29.0,Paid Social,Gold,2470.86
CUST001358,0.3696,7,6682.99,5.0,29.0,Paid Social,Silver,2470.03
CUST015138,0.5751,4,4288.69,2.0,48.0,Marketplace,Bronze,2466.43
CUST008607,0.9928,1,2484.3,3.0,401.0,Organic Search,Platinum,2466.41
CUST000763,0.7946,3,3103.8,3.0,140.0,Email Campaign,Silver,2466.28
CUST003254,0.66,4,3734.73,2.0,206.0,Paid Social,Silver,2464.92
CUST000863,0.0757,10,32558.48,12.0,13.0,Email Campaign,Bronze,2464.68
CUST015561,0.5101,5,4830.04,1.0,25.0,Organic Search,Silver,2463.8
CUST007957,0.9096,2,2707.76,2.0,126.0,Organic Search,Bronze,2462.98
CUST003211,0.9831,1,2505.2,3.0,323.0,Paid Social,Bronze,2462.86
CUST012666,0.6853,4,3592.1800000000003,7.0,46.0,Organic Search,Bronze,2461.72
CUST004161,0.3425,7,7180.89,2.0,23.0,,,2459.45
CUST018286,0.6321,4,3890.21,3.0,24.0,Organic Search,Bronze,2459.0
CUST012656,0.9093,2,2702.51,2.0,234.0,Email Campaign,Silver,2457.39
CUST000556,0.4299,6,5710.38,3.0,116.0,Direct,Bronze,2454.89
CUST000441,0.4322,6,5675.46,3.0,153.0,Email Campaign,Bronze,2452.93
CUST011811,0.1639,10,14955.869999999999,12.0,6.0,Organic Search,Silver,2451.27
CUST014593,0.9427,2,2600.01,2.0,116.0,,Bronze,2451.03
CUST018260,0.2511,9,9760.31,14.0,38.0,Direct,Bronze,2450.81
CUST017770,0.1547,10,15837.64,12.0,58.0,Referral,Bronze,2450.08
CUST006022,0.426,6,5750.530000000001,6.0,3.0,Paid Social,Bronze,2449.73
CUST006033,0.5283,5,4633.23,2.0,62.0,Paid Social,Bronze,2447.74
CUST011659,0.2059,9,11882.18,5.0,10.0,Organic Search,Bronze,2446.54
CUST017516,0.9419,2,2597.17,1.0,102.0,Paid Social,Platinum,2446.27
CUST019663,0.2327,9,10512.3,7.0,25.0,Marketplace,Bronze,2446.21
CUST018920,0.9799,1,2496.14,1.0,400.0,Paid Social,Bronze,2445.97
CUST012985,0.1797,9,13606.96,5.0,20.0,Direct,Silver,2445.17
CUST012660,0.4221,6,5792.75,2.0,37.0,Organic Search,Bronze,2445.12
CUST007826,0.2664,8,9176.439999999999,4.0,20.0,Email Campaign,Bronze,2444.6
CUST006671,0.4509,6,5421.349999999999,2.0,54.0,Email Campaign,,2444.49
CUST009514,0.9641,1,2534.88,2.0,325.0,Organic Search,Bronze,2443.88
CUST018440,0.5038,5,4850.58,6.0,59.0,Organic Search,Silver,2443.72
CUST013258,0.7758,3,3149.73,3.0,39.0,Organic Search,Bronze,2443.56
CUST001233,0.3205,8,7623.1,4.0,3.0,Direct,Bronze,2443.2
CUST011131,0.9221,2,2648.5299999999997,4.0,106.0,Marketplace,Bronze,2442.21
CUST015769,0.7768,3,3143.54,2.0,53.0,Organic Search,Bronze,2441.9
CUST014647,0.2963,8,8240.08,2.0,3.0,Direct,Silver,2441.54
CUST019534,0.9891,1,2468.08,2.0,288.0,Paid Social,Silver,2441.18
CUST012019,0.2461,9,9918.19,8.0,26.0,Influencer,Silver,2440.87
CUST019741,0.9862,1,2474.88,1.0,385.0,,Silver,2440.73
CUST000551,0.4249,6,5741.84,3.0,41.0,Marketplace,Silver,2439.71
CUST018060,0.2876,8,8479.12,4.0,64.0,Email Campaign,Bronze,2438.59
CUST005880,0.2151,9,11335.25,5.0,36.0,Organic Search,Silver,2438.21
CUST008691,0.9652,1,2524.84,5.0,240.0,Influencer,Silver,2436.98
CUST011643,0.1715,9,14200.64,8.0,44.0,Direct,,2435.41
CUST017751,0.3732,7,6524.62,4.0,10.0,Marketplace,Bronze,2434.99
CUST015931,0.572,4,4254.53,1.0,71.0,Organic Search,Bronze,2433.59
CUST001784,0.4338,6,5606.7,2.0,118.0,Organic Search,Bronze,2432.19
CUST002922,0.9334,2,2605.44,1.0,128.0,Direct,Bronze,2431.92
CUST012843,0.4379,6,5552.389999999999,2.0,59.0,Email Campaign,Silver,2431.39
CUST010959,0.5503,5,4415.93,2.0,272.0,Organic Search,Bronze,2430.09
