product_id,unit_price_ghs,cost_price_ghs,stock_quantity,avg_rating,product_name,category,subcategory,brand,launch_date,is_active
PRD00236,62.78,47.92,167.0,3.44,Samsung Pantry 825,Groceries,Pantry,Infinix,2023-10-24,False
PRD00237,685.21,532.41,867.0,4.13,Tecno Bag 797,Fashion,Bags,Generic,2024-08-22,True
PRD00238,86.2,73.12,68.0,3.43,Unilever Beverage 159,Groceries,Beverages,itel,2023-05-18,True
PRD00239,2303.48,1278.63,36.0,4.48,Kasapreko Phone Accessorie 529,Phones & Tablets,Phone Accessories,Kasapreko,2023-12-23,True
PRD00240,1110.1,633.63,442.0,3.6,Samsung Phone Accessorie 782,Phones & Tablets,Phone Accessories,Midea,2022-07-20,False
PRD00241,292.24,173.84,259.0,3.68,Tecno Baby Care 229,Baby Products,Baby Care,itel,2023-04-09,False
PRD00242,89.0,59.29,499.0,4.35,Nivea Beverage 783,Groceries,Beverages,Dell,2024-03-25,True
PRD00243,3214.07,1849.68,584.0,4.42,Adidas Camera 830,Electronics,Cameras,Adidas,2022-10-09,True
PRD00244,34.06,28.74,316.0,4.64,Samsung Cookware 981,Home & Kitchen,Cookware,Infinix,2023-02-12,True
PRD00245,25.74,16.3,11.0,4.19,Unilever Supplement 328,Health & Beauty,Supplements,,2023-03-02,True
PRD00246,399.66,251.48,125.0,4.2,Midea Baby Care 359,Baby Products,Baby Care,Kasapreko,2024-06-09,True
PRD00247,163.82,118.02,100.0,3.91,Nasco Haircare 251,Health & Beauty,Haircare,Lenovo,2024-04-15,True
PRD00248,53.82,30.42,319.0,3.7,itel Footwear 317,Fashion,Footwear,,2024-04-10,True
PRD00249,692.22,540.64,500.0,4.43,Nivea Bag 218,Fashion,Bags,Infinix,2022-05-07,True
PRD00250,162.36,90.83,243.0,4.39,Puma Footwear 560,Fashion,Footwear,Nivea,2023-10-04,False
PRD00251,21.81,16.97,38.0,3.3,Woodin Haircare 346,Health & Beauty,,Nivea,2024-06-01,True
PRD00252,116.24,89.3,169.0,4.1,Tecno Baby Food 157,Baby Products,Baby Food,Nasco,2023-07-02,True
PRD00253,789.56,539.84,638.0,3.82,Infinix Women's Clothing 255,Fashion,Women'S Clothing,Nestle,2022-12-04,True
PRD00254,1200.22,927.93,598.0,4.31,Apple Television 957,Electronics,Televisions,Infinix,2023-02-03,True
PRD00255,273.4,182.96,378.0,3.49,Tecno Television 127,Electronics,Televisions,Nestle,2024-08-04,True
PRD00256,95.51,65.8,438.0,4.83,HP Pantry 590,Groceries,Pantry,Apple,2024-04-15,True
PRD00257,117.16,102.08,287.0,4.02,Apple Baby Care 221,Baby Products,Baby Care,Adidas,2023-07-29,True
PRD00258,213.33,183.37,539.0,3.46,Fan Milk Smartphone 285,Phones & Tablets,Smartphones,,2023-08-02,True
PRD00259,1275.94,863.19,57.0,3.42,Adidas Power Bank 492,Phones & Tablets,Power Banks,Hisense,2023-07-17,True
PRD00260,199.99,101.94,636.0,3.59,Tecno Cookware 974,Home & Kitchen,Cookware,Lenovo,2022-08-08,True
PRD00261,1343.89,806.21,200.0,4.58,GTP Laptop 897,Computing,Laptops,Apple,2023-04-05,True
PRD00262,48.96,37.16,472.0,4.11,Samsung Toy 268,Baby Products,,HP,2023-12-31,True
PRD00263,105.61,64.3,93.0,4.03,Apple Bag 436,Fashion,Bags,itel,2024-06-04,True
PRD00264,2640.8,,29.0,3.0,Woodin Storage 396,Computing,Storage,Dell,2022-04-28,False
PRD00265,268.45,204.67,432.0,4.47,Hisense Gym Equipment 607,Sports & Fitness,Gym Equipment,Nivea,2022-03-10,True
PRD00266,2025.83,739.04,283.0,3.83,Hisense Storage 876,Computing,Storage,Unilever,2024-08-16,True
PRD00267,214.99,157.9,32.0,4.39,Nestle Audio 102,Electronics,Audio,Puma,2023-06-01,True
PRD00268,1435.27,1258.24,409.0,4.57,Apple Monitor 692,Computing,Monitors,Adidas,2023-06-03,True
PRD00269,4920.67,3425.99,616.0,3.81,Puma Smartphone 565,Phones & Tablets,Smartphones,Nasco,2023-04-24,True
PRD00270,471.54,393.44,876.0,3.96,Lenovo Phone Accessorie 456,Phones & Tablets,Phone Accessories,Kasapreko,2024-04-12,True
PRD00271,235.37,198.57,583.0,4.48,Adidas Power Bank 168,Phones & Tablets,Power Banks,Kasapreko,2023-07-26,True
PRD00272,8521.3,5029.81,464.0,4.06,Apple Monitor 833,Computing,Monitors,GTP,2023-10-06,True
PRD00273,1912.13,1598.13,48.0,4.32,Infinix Phone Accessorie 585,Phones & Tablets,Phone Accessories,Apple,2023-05-20,True
PRD00274,1220.35,1050.83,774.0,3.24,Nestle Furniture 158,Home & Kitchen,Furniture,GTP,2024-02-25,True
PRD00275,26.49,18.69,790.0,4.28,Dell Skincare 709,Health & Beauty,Skincare,Tecno,2022-05-18,True
PRD00276,213.98,,68.0,3.76,Nivea Footwear 502,Fashion,Footwear,Midea,2022-10-02,True
PRD00277,35.81,24.47,169.0,4.32,Hisense Women's Clothing 383,Fashion,Women'S Clothing,Midea,2022-09-17,True
PRD00278,131.97,86.56,295.0,3.21,Puma Cookware 728,Home & Kitchen,Cookware,Fan Milk,2024-03-18,True
PRD00279,30.13,26.17,704.0,3.52,Nivea Supplement 242,Sports & Fitness,Supplements,Generic,2023-02-04,True
PRD00280,371.21,271.4,6.0,4.28,Samsung Diaper 523,Baby Products,Diapers,Woodin,2023-12-15,True
PRD00281,1661.75,1297.14,870.0,3.61,Woodin Smartphone 534,Phones & Tablets,Smartphones,Hisense,2022-08-12,True
PRD00282,1358.84,947.95,744.0,3.78,Nivea Storage 719,Computing,Storage,Lenovo,2022-07-29,True
PRD00283,809.54,523.99,506.0,4.44,Nivea Audio 172,Electronics,Audio,GTP,2022-04-13,True
PRD00284,3007.65,2439.65,529.0,4.03,Kasapreko Television 655,Electronics,Televisions,Apple,2024-02-13,True
PRD00285,47.32,,682.0,4.11,Unilever Bedding 307,Home & Kitchen,Bedding,Fan Milk,2022-10-02,True
PRD00286,223.14,196.32,646.0,3.51,Dell Bag 649,Fashion,Bags,Nestle,2022-02-01,True
PRD00287,2073.03,1634.04,636.0,3.17,GTP Tablet 566,Phones & Tablets,Tablets,Generic,2023-03-11,True
PRD00288,406.7,276.1,489.0,4.11,Adidas Women's Clothing 863,Fashion,Women'S Clothing,itel,2024-10-16,True
PRD00289,42.98,32.42,389.0,4.66,Puma Bedding 818,Home & Kitchen,Bedding,Apple,2022-01-07,True
PRD00290,1022.75,883.58,426.0,4.44,GTP Tablet 980,Phones & Tablets,Tablets,Samsung,2024-12-04,True
PRD00291,46.43,31.79,273.0,3.92,Woodin Baby Food 830,Baby Products,Baby Food,itel,2024-04-23,True
PRD00292,403.76,311.34,432.0,5.0,Puma Phone Accessorie 687,Phones & Tablets,Phone Accessories,Lenovo,2023-09-26,True
PRD00293,1368.04,954.13,467.0,4.65,GTP Gym Equipment 353,Sports & Fitness,Gym Equipment,HP,2024-07-23,True
PRD00294,4981.98,3360.4,0.0,4.06,Apple Power Bank 484,Phones & Tablets,Power Banks,,2023-06-07,True
PRD00295,725.09,443.74,434.0,4.45,itel Baby Care 806,Baby Products,Baby Care,Puma,2024-12-15,True
PRD00296,55.83,43.47,290.0,4.18,Woodin Gym Equipment 899,Sports & Fitness,Gym Equipment,Lenovo,2024-02-26,True
PRD00297,156.31,133.75,712.0,3.92,Midea Fiction 140,Books & Stationery,Fiction,Woodin,2023-02-13,True
PRD00298,125.9,94.57,701.0,4.3,Adidas Pantry 202,Groceries,Pantry,Apple,2022-10-04,True
PRD00299,128.21,109.15,897.0,4.25,Hisense Beverage 335,Groceries,Beverages,Samsung,2023-07-28,True
PRD00300,24.23,17.31,841.0,4.07,Hisense Fragrance 987,Health & Beauty,Fragrance,Nasco,2023-09-05,True
PRD00301,15.87,12.78,294.0,3.2,Midea Beverage 420,Groceries,Beverages,Nestle,2023-10-20,True
PRD00302,3888.7,2953.02,288.0,3.32,Unilever Storage 417,Computing,Storage,itel,2022-06-21,True
PRD00303,232.09,140.25,504.0,3.97,Midea Cookware 462,Home & Kitchen,Cookware,Kasapreko,2023-12-23,True
PRD00304,63.86,53.95,538.0,4.36,Nestle Cleaning 777,Home & Kitchen,Cleaning,Generic,2023-06-13,True
PRD00305,415.08,,480.0,3.93,Tecno Baby Food 336,Baby Products,Baby Food,Woodin,2023-06-26,False
PRD00306,62.07,53.56,315.0,3.96,GTP Men's Clothing 703,Fashion,Men'S Clothing,Fan Milk,2024-03-01,True
PRD00307,91.91,74.51,182.0,4.45,Puma Women's Clothing 918,Fashion,Women'S Clothing,Hisense,2023-05-18,True
PRD00308,69.86,41.2,191.0,4.24,itel Fragrance 581,Health & Beauty,Fragrance,Tecno,2024-05-04,True
PRD00309,839.54,251.29,115.0,4.02,Kasapreko Television 405,Electronics,Televisions,Nasco,2023-12-31,True
PRD00310,2855.61,2233.76,711.0,4.02,HP Storage 133,Computing,Storage,,2022-03-22,True
PRD00311,86.36,74.48,153.0,3.74,Unilever Bag 155,Fashion,Bags,Fan Milk,2024-12-31,True
PRD00312,47.58,36.41,553.0,,itel Men's Clothing 432,Fashion,Men'S Clothing,Adidas,2023-03-07,False
PRD00313,178.72,125.28,381.0,3.63,Unilever Television 313,Electronics,Televisions,Fan Milk,2022-01-08,False
PRD00314,141.41,83.22,516.0,4.71,Samsung Women's Clothing 178,Fashion,Women'S Clothing,Midea,2023-09-26,False
PRD00315,102.62,67.61,660.0,4.63,itel Men's Clothing 833,Fashion,Men'S Clothing,Lenovo,2022-05-07,True
PRD00316,405.37,242.73,657.0,4.45,Generic Bag 907,Fashion,Bags,GTP,2023-11-09,True
PRD00317,278.08,197.46,388.0,4.79,Lenovo Footwear 708,Fashion,Footwear,GTP,2024-07-22,True
PRD00318,37.57,24.26,842.0,3.9,Generic Supplement 190,Health & Beauty,Supplements,Fan Milk,2023-05-14,True
PRD00319,247.09,137.94,652.0,4.19,Unilever Camera 297,Electronics,Cameras,Midea,2023-07-29,True
PRD00320,20.08,11.99,81.0,3.55,Nasco Office Supplie 823,Books & Stationery,Office Supplies,Apple,2024-12-17,True
PRD00321,117.96,96.01,460.0,3.18,Puma Supplement 871,Sports & Fitness,Supplements,Tecno,2022-10-06,True
PRD00322,136.71,108.5,835.0,4.36,Lenovo Bedding 353,Home & Kitchen,Bedding,Midea,2024-12-19,True
PRD00323,46.64,37.22,711.0,4.09,Hisense Women's Clothing 822,Fashion,Women'S Clothing,Tecno,2023-09-22,True
PRD00324,564.14,,612.0,3.38,Nestle Cookware 432,Home & Kitchen,Cookware,Generic,2023-10-19,True
PRD00325,268.91,229.7,865.0,3.32,Apple Baby Food 827,Baby Products,Baby Food,Fan Milk,2024-09-08,True
PRD00326,34.55,24.42,864.0,4.02,Adidas Haircare 718,Health & Beauty,Haircare,Adidas,2024-06-01,True
PRD00327,17.15,13.25,138.0,4.38,Kasapreko Snack 108,Groceries,Snacks,Samsung,2022-07-07,True
PRD00328,1170.58,869.69,14.0,3.62,Nestle Bedding 113,Home & Kitchen,Bedding,Midea,2024-08-10,True
PRD00329,106.5,13.38,566.0,4.43,itel Fragrance 507,Health & Beauty,Fragrance,Nestle,2022-08-18,True
PRD00330,217.32,150.79,387.0,4.21,Nivea Small Appliance 299,Electronics,Small Appliances,Tecno,2022-11-02,True
PRD00331,84.78,51.08,564.0,3.8,Midea Beverage 668,Groceries,Beverages,Woodin,2023-09-30,False
PRD00332,839.54,997.81,842.0,3.11,Fan Milk Camera 216,Electronics,Cameras,Hisense,2022-08-02,True
PRD00333,69.01,50.02,395.0,4.76,Nestle Haircare 356,Health & Beauty,Haircare,Hisense,2024-10-07,False
PRD00334,56.8,37.19,587.0,3.94,Woodin Baby Care 875,Baby Products,Baby Care,Nestle,2023-06-16,True
PRD00335,2025.83,564.08,249.0,4.37,Kasapreko Printer 575,Computing,Printers,Dell,2023-06-24,True
PRD00336,33.76,20.75,635.0,3.81,Unilever Haircare 229,Health & Beauty,Haircare,Lenovo,2022-12-24,True
PRD00337,2032.81,1558.3,291.0,4.3,Samsung Power Bank 298,Phones & Tablets,Power Banks,Adidas,2023-05-02,True
PRD00338,39.93,30.25,0.0,,Nestle Beverage 857,Groceries,Beverages,Nasco,2024-07-06,True
PRD00339,181.25,102.5,376.0,4.9,Dell Phone Accessorie 229,Phones & Tablets,Phone Accessories,Samsung,2022-07-19,True
PRD00340,250.64499999999998,130.2,888.0,3.47,Kasapreko Sportswear 303,Sports & Fitness,Sportswear,Samsung,2023-04-07,True
PRD00341,507.4,335.45,470.0,4.59,Midea Monitor 534,Computing,Monitors,Apple,2022-11-10,True
PRD00342,43.75,36.57,129.0,3.88,Hisense Office Supplie 590,Books & Stationery,Office Supplies,,2023-09-17,True
PRD00343,29.02,19.14,793.0,4.15,Nivea Beverage 187,Groceries,Beverages,GTP,2023-08-16,True
PRD00344,260.82,155.03,356.0,3.87,Apple Cookware 354,Home & Kitchen,Cookware,Dell,2023-05-06,True
PRD00345,77.69,57.33,780.0,5.0,Nivea Household 539,Groceries,Household,Nasco,2022-05-26,True
PRD00346,54.99,38.65,124.0,3.87,Nasco Beverage 771,Groceries,Beverages,GTP,2024-09-15,True
PRD00347,65.66,57.0,237.0,2.77,Unilever Art 645,Books & Stationery,Art,Apple,2024-10-17,True
PRD00348,179.46,153.6,171.0,3.31,Apple Audio 933,Electronics,Audio,itel,2022-07-15,True
PRD00349,226.555,59.91,265.0,4.27,Puma Cookware 879,Home & Kitchen,Cookware,Puma,2022-06-04,True
PRD00350,2338.06,2004.3,890.0,4.28,Adidas Phone Accessorie 141,Phones & Tablets,Phone Accessories,Unilever,2024-05-25,True
PRD00351,48.04,40.22,246.0,3.38,Dell Skincare 216,Health & Beauty,Skincare,Kasapreko,2022-01-08,True
PRD00352,537.67,396.48,858.0,4.21,Apple Monitor 162,Computing,Monitors,itel,2023-02-10,True
PRD00353,36.46,29.65,125.0,3.51,Nasco Bedding 917,Home & Kitchen,Bedding,Tecno,2023-01-15,True
PRD00354,221.02,152.1,334.0,3.47,Tecno Furniture 288,Home & Kitchen,Furniture,Nasco,2024-12-23,True
PRD00355,872.5,480.95,380.0,4.4,Lenovo Men's Clothing 892,Fashion,Men'S Clothing,Generic,2023-05-15,True
PRD00356,26.81,22.75,305.0,3.47,Nasco Cookware 861,Home & Kitchen,Cookware,Lenovo,2022-11-03,True
PRD00357,150.14,120.18,165.0,2.82,HP Pantry 370,Groceries,Pantry,Nivea,2023-04-19,True
PRD00358,65.81,52.18,836.0,3.88,itel Pantry 995,Groceries,Pantry,itel,2024-06-07,True
PRD00359,86.25,63.01,649.0,3.26,Nivea Furniture 966,Home & Kitchen,Furniture,Tecno,2024-01-11,True
PRD00360,2160.44,1333.35,586.0,4.16,Hisense Furniture 328,Home & Kitchen,Furniture,Adidas,2023-09-10,True
PRD00361,287.36,219.21,491.0,3.59,Adidas Outdoor 794,Sports & Fitness,Outdoor,Nestle,2024-05-14,True
PRD00362,700.44,426.49,678.0,4.03,GTP Power Bank 904,Phones & Tablets,Power Banks,Lenovo,2023-06-13,True
PRD00363,457.03,365.76,330.0,2.95,Apple Power Bank 407,Phones & Tablets,Power Banks,,2023-12-30,True
PRD00364,1281.04,937.67,764.0,4.33,Kasapreko Smartphone 688,Phones & Tablets,Smartphones,GTP,2024-01-19,True
PRD00365,286.99,160.99,145.0,3.48,Dell Skincare 765,Health & Beauty,Skincare,Kasapreko,2022-09-26,True
PRD00366,87.25,56.76,162.0,4.22,Woodin Men's Clothing 834,Fashion,Men'S Clothing,Adidas,2022-05-07,True
PRD00367,14.6,12.71,584.0,3.3,Dell Snack 832,Groceries,Snacks,Dell,2023-09-08,True
PRD00368,58.61,46.27,278.0,4.21,Lenovo Supplement 363,Health & Beauty,Supplements,Fan Milk,2024-09-06,True
PRD00369,259.52,222.1,90.0,3.91,Nivea Women's Clothing 703,Fashion,Women'S Clothing,itel,2023-07-26,True
PRD00370,79.12,61.19,559.0,4.84,itel Sportswear 292,Sports & Fitness,Sportswear,Unilever,2024-07-22,True
PRD00371,77.24,53.7,816.0,4.19,Hisense Pantry 523,Groceries,Pantry,Hisense,2024-01-23,True
PRD00372,6244.17,4426.29,744.0,3.87,Fan Milk Television 382,Electronics,Televisions,Hisense,2023-02-22,True
PRD00373,83.53,57.26,286.0,3.52,Woodin Women's Clothing 418,Fashion,Women'S Clothing,Puma,2022-02-08,True
PRD00374,623.66,469.53,137.0,4.37,Woodin Footwear 479,Fashion,Footwear,Generic,2023-03-01,True
PRD00375,8566.07,5471.35,384.0,3.95,Woodin Printer 802,Computing,Printers,Nestle,2024-11-07,True
PRD00376,1918.8,1146.54,716.0,3.96,Samsung Monitor 782,Computing,Monitors,Kasapreko,2024-06-26,True
PRD00377,163.23,118.09,28.0,3.75,Samsung Supplement 483,Sports & Fitness,Supplements,Midea,2024-10-28,True
PRD00378,78.81,55.37,426.0,,Dell Men's Clothing 396,Fashion,Men'S Clothing,Lenovo,2023-08-02,False
PRD00379,44.09,32.24,471.0,4.28,Adidas Women's Clothing 307,Fashion,Women'S Clothing,Nasco,2023-01-01,True
PRD00380,72.1,57.53,363.0,3.96,Dell Pantry 741,Groceries,Pantry,Samsung,2022-01-10,True
PRD00381,822.07,453.31,710.0,3.77,Generic Cleaning 327,Home & Kitchen,Cleaning,Hisense,2022-11-08,True
PRD00382,541.14,315.7,114.0,3.6,Generic Outdoor 264,Sports & Fitness,Outdoor,Fan Milk,2022-09-05,True
PRD00383,128.58,108.73,62.0,3.4,Adidas Pantry 922,Groceries,Pantry,Infinix,2024-07-02,True
PRD00384,210.37,127.1,467.0,4.36,Fan Milk Women's Clothing 910,Fashion,Women'S Clothing,Midea,2022-01-06,True
PRD00385,48.8,39.64,95.0,4.75,itel Footwear 163,Fashion,Footwear,Woodin,2022-06-14,True
PRD00386,20.16,17.33,182.0,3.61,Fan Milk Art 583,Books & Stationery,Art,Lenovo,2022-10-05,True
PRD00387,11.82,8.19,611.0,4.45,Lenovo Beverage 177,Groceries,Beverages,itel,2024-10-03,True
PRD00388,19.55,17.11,137.0,3.93,Kasapreko Fiction 771,Books & Stationery,Fiction,HP,2023-07-02,True
PRD00389,338.95,236.01,878.0,3.71,Unilever Phone Accessorie 468,Phones & Tablets,Phone Accessories,Midea,2022-10-05,True
PRD00390,25.62,21.09,781.0,,Woodin Baby Food 537,Baby Products,Baby Food,Dell,2022-07-29,True
PRD00391,318.27,230.05,646.0,3.99,Woodin Fragrance 514,Health & Beauty,Fragrance,Apple,2023-05-31,True
PRD00392,617.67,380.44,134.0,3.74,Samsung Monitor 346,Computing,Monitors,HP,2024-02-28,True
PRD00393,35.45,30.84,860.0,4.34,GTP Cookware 603,Home & Kitchen,Cookware,Lenovo,2023-06-29,True
PRD00394,42.63,26.02,460.0,4.33,Puma Fragrance 935,Health & Beauty,Fragrance,Kasapreko,2022-11-16,True
PRD00395,2718.36,1496.66,726.0,3.46,Woodin Phone Accessorie 524,Phones & Tablets,Phone Accessories,Apple,2024-08-14,True
PRD00396,130.27,77.81,630.0,4.09,Samsung Bag 906,Fashion,Bags,,2023-03-27,True
PRD00397,32.28,18.86,818.0,3.65,Unilever Diaper 939,Baby Products,Diapers,itel,2022-04-13,True
PRD00398,172.72,148.27,530.0,3.59,Unilever Small Appliance 275,Electronics,Small Appliances,Tecno,2022-09-16,True
PRD00399,237.17,166.99,424.0,4.35,Lenovo Men's Clothing 368,Fashion,Men'S Clothing,Kasapreko,2022-07-14,True
PRD00400,36.42,30.54,309.0,3.86,HP Women's Clothing 451,Fashion,Women'S Clothing,Nivea,2024-06-18,True
PRD00401,3763.17,2990.46,2.0,4.81,Apple Television 804,Electronics,Televisions,GTP,2024-02-28,True
PRD00402,1308.57,980.13,495.0,5.0,Woodin Supplement 630,Sports & Fitness,Supplements,GTP,2022-04-11,False
PRD00403,53.3,45.87,756.0,4.55,Nasco Household 116,Groceries,Household,Fan Milk,2023-11-14,True
PRD00404,229.4,165.98,63.0,4.16,Adidas Phone Accessorie 124,Phones & Tablets,Phone Accessories,GTP,2022-12-17,False
PRD00405,199.63,167.28,511.0,3.58,Apple Art 116,Books & Stationery,Art,Infinix,2022-12-13,True
PRD00406,888.24,524.53,749.0,3.7,Adidas Sportswear 754,Sports & Fitness,Sportswear,Apple,2023-09-01,False
PRD00407,150.17,87.92,856.0,,Nestle Camera 315,Electronics,Cameras,Kasapreko,2022-06-02,True
PRD00408,48.98,34.34,880.0,,Fan Milk Toy 936,Baby Products,Toys,Nestle,2022-04-27,True
PRD00409,304.55,224.59,106.0,3.95,Unilever Power Bank 132,Phones & Tablets,Power Banks,Midea,2022-05-10,True
PRD00410,18.7,11.99,806.0,4.47,Unilever Art 756,Books & Stationery,Art,Nasco,2022-10-26,True
PRD00411,34.41,24.93,823.0,3.79,Hisense Supplement 195,Health & Beauty,Supplements,GTP,2023-06-19,True
PRD00412,128.38,104.46,467.0,,Fan Milk Supplement 209,Health & Beauty,Supplements,Fan Milk,2024-03-17,True
PRD00413,343.7,216.65,700.0,3.69,Lenovo Phone Accessorie 399,Phones & Tablets,Phone Accessories,itel,2022-06-14,True
PRD00414,107.94,,827.0,4.06,Samsung Outdoor 913,Sports & Fitness,Outdoor,Unilever,2023-05-07,True
PRD00415,681.7,588.13,135.0,4.07,itel Power Bank 741,Phones & Tablets,Power Banks,Fan Milk,2024-04-27,True
PRD00416,127.46,112.07,274.0,3.75,Nivea Small Appliance 709,Electronics,Small Appliances,Apple,2024-02-20,True
PRD00417,2666.08,2012.47,124.0,,Nasco Laptop 588,Computing,Laptops,itel,2023-04-17,False
PRD00418,178.39,108.04,518.0,3.39,Hisense Household 189,Groceries,Household,HP,2022-10-04,True
PRD00419,895.27,698.68,283.0,4.07,Nasco Monitor 511,Computing,Monitors,Samsung,2024-03-05,True
PRD00420,227.49,171.56,499.0,4.25,Infinix Outdoor 544,Sports & Fitness,Outdoor,Apple,2024-02-23,True
PRD00421,167.06,110.6,300.0,,Generic Fragrance 396,Health & Beauty,Fragrance,Nivea,2024-04-17,True
PRD00422,3463.79,2567.01,294.0,5.0,Samsung Tablet 687,Phones & Tablets,Tablets,Dell,2023-12-04,True
PRD00423,350.365,,211.0,4.3,itel Power Bank 998,Phones & Tablets,Power Banks,Generic,2022-04-22,True
PRD00424,223.75,149.12,482.0,5.0,Nestle Smartphone 200,Phones & Tablets,Smartphones,Nestle,2023-11-22,True
PRD00425,81.61,54.69,217.0,,Generic Haircare 880,Health & Beauty,Haircare,Woodin,2022-11-10,True
PRD00426,11.77,9.24,472.0,4.39,Woodin Pantry 788,Groceries,Pantry,Nivea,2021-12-31,True
PRD00427,387.3,295.12,444.0,3.41,Infinix Camera 995,Electronics,Cameras,Apple,2024-12-06,True
PRD00428,107.15,72.44,117.0,3.79,Samsung Baby Food 807,Baby Products,Baby Food,Lenovo,2024-12-24,True
PRD00429,2915.66,,464.0,4.02,itel Power Bank 775,Phones & Tablets,Power Banks,Unilever,2022-08-30,True
PRD00430,22.49,16.59,686.0,3.57,Infinix Snack 877,Groceries,Snacks,Hisense,2023-02-23,True
PRD00431,917.58,549.92,502.0,3.27,Dell Outdoor 469,Sports & Fitness,Outdoor,Fan Milk,2024-11-29,True
PRD00432,53.26,33.32,588.0,3.23,Nasco Household 674,Groceries,Household,Hisense,2023-03-01,True
PRD00433,188.285,104.1,329.0,4.52,Tecno Skincare 731,Health & Beauty,Skincare,Infinix,2024-09-13,False
PRD00434,132.74,94.18,882.0,4.03,Generic Baby Food 571,Baby Products,Baby Food,Midea,2022-11-18,True
PRD00435,231.78,151.7,608.0,4.05,Midea Tablet 311,Phones & Tablets,Tablets,Samsung,2023-07-31,True
PRD00436,2734.81,2384.54,891.0,3.71,Woodin Small Appliance 430,Electronics,Small Appliances,Kasapreko,2023-01-20,True
PRD00437,542.11,358.88,33.0,3.71,GTP Storage 983,Computing,Storage,Fan Milk,2024-05-13,True
PRD00438,1899.71,1569.72,763.0,4.21,Hisense Bedding 732,Home & Kitchen,Bedding,HP,2023-09-09,True
PRD00439,43.09,36.85,711.0,3.77,Tecno Household 711,Groceries,Household,Kasapreko,2023-01-04,True
PRD00440,255.96,182.53,579.0,4.08,Kasapreko Fragrance 482,Health & Beauty,Fragrance,Adidas,2024-10-14,True
PRD00441,295.29,240.1,880.0,3.55,Apple Baby Care 462,Baby Products,Baby Care,Nasco,2024-08-09,True
PRD00442,1299.4,876.29,887.0,,Hisense Storage 404,Computing,Storage,Adidas,2023-01-25,True
PRD00443,152.9,123.56,875.0,4.93,Hisense Snack 745,Groceries,Snacks,Infinix,2024-09-07,True
PRD00444,1680.01,1299.27,122.0,4.75,Kasapreko Laptop 595,Computing,,Hisense,2023-04-02,True
PRD00445,304.08,173.4,809.0,3.09,Apple Camera 777,Electronics,Cameras,Nestle,2022-03-25,True
PRD00446,50.84,41.47,245.0,4.62,GTP Haircare 260,Health & Beauty,Haircare,Midea,2023-11-26,True
PRD00447,109.38,94.34,620.0,4.21,Midea Office Supplie 866,Books & Stationery,Office Supplies,HP,2024-10-21,True
PRD00448,15.05,10.89,245.0,3.44,Nasco Fragrance 490,Health & Beauty,Fragrance,Samsung,2023-12-14,True
PRD00449,547.2,397.8,722.0,4.06,Nasco Smartphone 280,Phones & Tablets,Smartphones,GTP,2023-05-07,True
PRD00450,371.57,218.82,516.0,3.68,Dell Fragrance 199,Health & Beauty,Fragrance,Infinix,2022-01-05,True
PRD00451,919.69,784.11,367.0,4.49,Adidas Power Bank 493,Phones & Tablets,Power Banks,Unilever,2024-09-09,True
PRD00452,108.21000000000001,83.35,31.0,3.92,Puma Sportswear 503,Sports & Fitness,Sportswear,Hisense,2022-01-06,True
PRD00453,22.62,18.92,787.0,3.56,Infinix Fragrance 732,Health & Beauty,Fragrance,Tecno,2022-08-18,False
PRD00454,4550.75,2507.55,256.0,4.29,Fan Milk Monitor 396,Computing,Monitors,HP,2024-12-06,True
PRD00455,977.0,780.91,769.0,3.86,Fan Milk Power Bank 481,Phones & Tablets,Power Banks,Fan Milk,2022-08-12,True
PRD00456,1752.66,1238.74,879.0,4.88,Dell Monitor 898,Computing,Monitors,Woodin,2023-07-26,True
PRD00457,16.39,12.82,385.0,3.89,HP Art 831,Books & Stationery,Art,Tecno,2023-07-01,True
PRD00458,77.78,52.74,510.0,4.7,Woodin Women's Clothing 491,Fashion,Women'S Clothing,Puma,2023-09-06,True
PRD00459,45.75,38.02,488.0,4.15,Unilever Pantry 476,Groceries,Pantry,Lenovo,2024-06-11,True
PRD00460,51.92,31.91,544.0,3.82,Tecno Supplement 325,Health & Beauty,Supplements,Midea,2024-10-28,True
PRD00461,136.34,109.33,671.0,4.37,Adidas Furniture 895,Home & Kitchen,Furniture,Adidas,2023-11-10,False
PRD00462,3160.68,2562.95,701.0,3.75,Infinix Monitor 115,Computing,Monitors,Nasco,2023-08-20,False
PRD00463,51.29,34.69,99.0,3.4,Samsung Textbook 455,Books & Stationery,Textbooks,Puma,2022-03-28,True
PRD00464,963.76,554.2,373.0,4.89,HP Television 290,Electronics,Televisions,Nivea,2023-07-30,False
PRD00465,298.24,212.87,456.0,3.63,Adidas Cleaning 532,Home & Kitchen,Cleaning,Adidas,2022-07-05,True
PRD00466,122.66,99.26,579.0,4.13,Nestle Fragrance 593,Health & Beauty,Fragrance,Kasapreko,2024-11-14,False
PRD00467,15.34,13.12,73.0,3.85,Lenovo Skincare 539,Health & Beauty,Skincare,Lenovo,2023-08-06,True
PRD00468,396.55,229.06,870.0,5.0,Hisense Office Supplie 297,Books & Stationery,Office Supplies,Unilever,2023-10-22,True
PRD00469,496.97,325.07,15.0,4.2,Fan Milk Printer 508,Computing,Printers,Apple,2022-07-20,True
