review_id,order_id,customer_id,product_id,review_timestamp,rating,review_title,review_text,helpful_votes,verified_purchase
REV0005501,ORD0000157,CUST000048,PRD01229,2025-12-16 21:38:32,4.0,Delivery was slow,Colour is slightly different from the pictures.,1.0,True
REV0002112,ORD0056770,CUST018377,PRD00413,2025-10-01 23:57:37,4.0,Exactly what I wanted,Stopped working after two weeks of use.,1.0,True
REV0003827,ORD0033258,CUST010774,PRD00405,2025-12-19 20:43:24,4.0,Poor packaging,Quality is decent for the price paid.,1.0,True
REV0012066,ORD0024211,CUST007839,PRD01067,2025-07-18 18:43:35,4.0,Poor packaging,Customer service resolved my issue quickly.,3.0,True
REV0017715,ORD0027640,CUST008941,PRD00328,2026-04-29 20:31:06,4.0,Would buy again,,1.0,True
REV0006068,ORD0047064,CUST015210,PRD00276,2026-07-13 18:44:38,4.0,Average,Colour is slightly different from the pictures.,5.0,True
REV0001863,ORD0011945,CUST003879,PRD00633,2026-06-24 12:57:15,5.0,Would buy again,Customer service resolved my issue quickly.,4.0,True
REV0010471,ORD0001596,CUST000496,PRD00909,2026-03-13 08:30:39,3.0,,,2.0,True
REV0003450,ORD0058399,CUST018908,PRD00453,2026-02-13 18:44:51,4.0,Poor packaging,Rider was polite and the package was sealed.,1.0,True
REV0002772,ORD0028276,CUST009137,PRD00536,2025-07-29 13:31:39,1.0,Poor packaging,Stopped working after two weeks of use.,5.0,True
REV0014013,ORD0059554,CUST019320,PRD00280,2025-03-26 07:27:40,4.0,Very good,Packaging was torn but the item is fine.,1.0,True
REV0018275,ORD0031155,CUST010057,PRD01249,2026-03-27 07:51:07,4.0,Excellent quality,Item arrived later than the estimated date.,0.0,True
REV0018627,ORD0034091,CUST011045,PRD00550,2026-06-15 06:34:01,2.0,Delivery was slow,Customer service resolved my issue quickly.,1.0,True
REV0011434,ORD0046558,CUST015065,PRD00098,2026-07-18 02:02:23,4.0,Excellent quality,Customer service resolved my issue quickly.,0.0,True
REV0015215,ORD0049369,CUST015955,PRD00496,2026-04-24 19:49:09,4.0,Delivery was slow,Item arrived later than the estimated date.,1.0,True
REV0010782,ORD0009040,CUST002926,PRD00333,2025-03-19 15:19:10,5.0,Very good,Colour is slightly different from the pictures.,0.0,True
REV0013843,ORD0033914,CUST010990,PRD01046,2025-05-19 21:08:51,5.0,Value for money,Stopped working after two weeks of use.,1.0,True
REV0014001,ORD0028380,CUST009174,PRD01306,2025-07-16 15:22:47,5.0,Fast delivery,"Good value, I have ordered a second one.",0.0,True
REV0009854,ORD0057487,CUST018625,PRD00980,2025-05-05 21:34:09,5.0,Damaged on arrival,Quality is decent for the price paid.,3.0,True
REV0011878,ORD0034106,CUST011056,PRD01352,2026-05-27 17:58:35,3.0,Poor packaging,Setup was straightforward and it works well.,2.0,True
REV0016652,ORD0044457,CUST014428,PRD00960,2026-03-04 20:15:18,2.0,,Rider was polite and the package was sealed.,5.0,True
REV0015679,ORD0053910,CUST017465,PRD01215,2025-07-31 11:02:09,4.0,Fast delivery,"Product works as expected, no complaints so far.",4.0,True
REV0017796,ORD0002214,CUST000694,PRD00034,2026-05-28 23:04:38,3.0,Not as described,Rider was polite and the package was sealed.,4.0,True
REV0010799,ORD0020740,CUST006764,PRD01411,2025-05-27 00:28:22,2.0,Would buy again,Customer service resolved my issue quickly.,1.0,True
REV0014132,ORD0027312,CUST008842,PRD00819,2025-11-10 14:59:08,4.0,Value for money,Stopped working after two weeks of use.,0.0,True
REV0015658,ORD0025766,CUST008343,PRD00606,2026-03-15 21:56:56,3.0,Not as described,Customer service resolved my issue quickly.,1.0,True
REV0010079,ORD0041864,CUST013597,PRD00409,2026-03-28 08:56:27,5.0,Not as described,"Product works as expected, no complaints so far.",3.0,True
REV0009539,ORD0038590,CUST012546,PRD00671,,5.0,Poor packaging,Quality is decent for the price paid.,3.0,True
REV0015665,ORD0028028,CUST009048,PRD00429,2026-07-16 15:25:19,3.0,Highly recommend,Customer service resolved my issue quickly.,1.0,True
REV0009173,ORD0036337,CUST011807,PRD01361,2026-07-20 17:45:50,4.0,Exactly what I wanted,Quality is decent for the price paid.,0.0,True
REV0011521,ORD0016098,CUST005195,PRD00137,2026-04-09 19:02:33,3.0,Delivery was slow,,3.0,True
REV0003264,ORD0027200,CUST008814,PRD00994,2026-02-09 19:52:29,3.0,Fast delivery,"Good value, I have ordered a second one.",2.0,True
REV0003624,ORD0048656,CUST015715,PRD00368,2026-04-06 21:54:17,,Poor packaging,Stopped working after two weeks of use.,3.0,True
REV0004755,ORD0004346,CUST001414,PRD00927,2026-03-29 09:52:44,4.0,Highly recommend,Packaging was torn but the item is fine.,4.0,True
REV0006760,ORD0033369,CUST010813,PRD01191,2026-05-19 10:41:08,4.0,Highly recommend,Rider was polite and the package was sealed.,0.0,True
REV0011882,ORD0054703,CUST017742,PRD01449,2026-05-27 10:22:29,3.0,Delivery was slow,Stopped working after two weeks of use.,2.0,True
REV0004922,ORD0002979,CUST000963,PRD00793,2025-12-20 18:22:12,4.0,Highly recommend,Rider was polite and the package was sealed.,2.0,True
REV0004784,ORD0030487,CUST009862,PRD01024,2026-05-17 07:16:36,5.0,Delivery was slow,Quality is decent for the price paid.,4.0,True
REV0003214,ORD0011141,CUST003603,PRD00514,2025-08-02 11:18:26,5.0,Damaged on arrival,Packaging was torn but the item is fine.,4.0,True
REV0012102,ORD0054117,CUST017523,PRD01495,2025-03-11 20:01:10,4.0,Exactly what I wanted,"Product works as expected, no complaints so far.",2.0,True
REV0007154,ORD0003063,CUST000985,PRD01429,2025-07-29 07:34:05,4.0,Highly recommend,Setup was straightforward and it works well.,2.0,True
REV0017424,ORD0023744,CUST007687,PRD00297,2026-02-26 14:34:19,,Would buy again,"Product works as expected, no complaints so far.",5.0,True
REV0013450,ORD0000421,CUST000116,PRD00058,2025-11-27 22:56:49,2.0,Damaged on arrival,Packaging was torn but the item is fine.,2.0,True
REV0001298,ORD0022343,CUST007211,PRD00117,2025-11-29 16:03:18,4.0,Fast delivery,Packaging was torn but the item is fine.,1.0,True
REV0009673,ORD0054440,CUST017665,PRD00498,2026-03-29 06:29:25,,,"Product works as expected, no complaints so far.",0.0,True
REV0009052,ORD0056806,CUST018393,PRD00978,2025-09-26 18:02:16,4.0,Exactly what I wanted,,2.0,True
REV0001953,ORD0023521,CUST007607,PRD01394,2026-03-02 18:49:01,4.0,Highly recommend,Customer service resolved my issue quickly.,1.0,True
REV0012711,ORD0052101,CUST016859,PRD01328,2026-06-08 15:42:15,4.0,,Stopped working after two weeks of use.,4.0,True
REV0018321,ORD0055190,CUST017893,PRD00196,2025-12-21 10:37:07,3.0,Fast delivery,Rider was polite and the package was sealed.,2.0,True
REV0011737,ORD0020999,CUST006832,PRD00115,2025-03-24 19:42:10,3.0,Average,Stopped working after two weeks of use.,2.0,True
REV0015481,ORD0035035,CUST011388,PRD00266,2026-06-27 18:57:43,3.0,,"Good value, I have ordered a second one.",0.0,True
REV0009442,ORD0040141,CUST013051,PRD01176,2025-09-24 01:32:02,5.0,Would buy again,Quality is decent for the price paid.,3.0,True
REV0007677,ORD0016238,CUST005241,PRD00525,2025-12-28 11:31:32,4.0,Value for money,Colour is slightly different from the pictures.,3.0,True
REV0014359,ORD0001173,CUST000350,PRD00011,2026-03-26 08:47:39,3.0,Excellent quality,Stopped working after two weeks of use.,3.0,True
REV0006085,ORD0061098,CUST019805,PRD00137,2025-09-01 21:14:52,3.0,Average,Rider was polite and the package was sealed.,0.0,True
REV0007151,ORD0060305,CUST019558,PRD01371,2025-12-12 18:25:49,4.0,Would buy again,"Good value, I have ordered a second one.",2.0,True
REV0000488,ORD0061010,CUST019778,PRD00276,2025-05-31 14:57:21,3.0,Value for money,Colour is slightly different from the pictures.,3.0,True
REV0007579,ORD0021714,CUST007015,PRD00972,2025-11-25 20:54:10,4.0,Delivery was slow,Quality is decent for the price paid.,2.0,True
REV0003435,ORD0045835,CUST014837,PRD01010,2025-01-21 18:23:48,5.0,,Quality is decent for the price paid.,3.0,True
REV0006550,ORD0053088,CUST017205,PRD00470,2026-04-04 21:21:59,4.0,Exactly what I wanted,"Product works as expected, no complaints so far.",1.0,True
REV0001558,ORD0029299,CUST009456,PRD01312,2026-06-10 22:47:16,3.0,Average,Quality is decent for the price paid.,2.0,True
REV0004376,ORD0045795,CUST014813,PRD01188,2025-08-20 08:49:09,5.0,Would buy again,Colour is slightly different from the pictures.,1.0,True
REV0009318,ORD0049249,CUST015912,PRD00353,2025-11-11 12:14:50,4.0,Exactly what I wanted,Rider was polite and the package was sealed.,1.0,True
REV0006620,ORD0029631,CUST009582,PRD01057,2025-10-13 06:21:39,4.0,Average,Colour is slightly different from the pictures.,0.0,True
REV0008650,ORD0029860,CUST009662,PRD00661,2026-03-10 12:39:40,3.0,Would buy again,,1.0,True
REV0007040,ORD0005629,CUST001829,PRD01161,2025-10-05 08:31:30,3.0,Not as described,"Product works as expected, no complaints so far.",3.0,True
REV0003354,ORD0056122,CUST018194,PRD00909,2025-03-08 12:42:24,2.0,Highly recommend,Item arrived later than the estimated date.,3.0,True
REV0001085,ORD0053684,CUST017384,PRD01417,2025-01-21 18:23:43,2.0,Excellent quality,"Product works as expected, no complaints so far.",2.0,True
REV0007517,ORD0042795,CUST013878,PRD00963,2026-03-27 18:41:59,5.0,Highly recommend,Customer service resolved my issue quickly.,0.0,True
REV0002326,ORD0018573,CUST006022,PRD00730,2026-04-10 16:12:23,4.0,Value for money,Customer service resolved my issue quickly.,2.0,True
REV0007664,ORD0031285,CUST010101,PRD00949,2026-01-17 15:38:19,3.0,Highly recommend,Stopped working after two weeks of use.,3.0,True
REV0011932,ORD0057173,CUST018528,PRD01014,2025-07-06 20:40:39,3.0,Poor packaging,Stopped working after two weeks of use.,3.0,True
REV0000477,ORD0054206,CUST017565,PRD00726,2025-08-10 13:23:01,4.0,Value for money,Customer service resolved my issue quickly.,3.0,True
REV0006347,ORD0035327,CUST011472,PRD00958,2026-02-16 14:06:24,3.0,Excellent quality,Colour is slightly different from the pictures.,1.0,True
REV0008539,ORD0000417,CUST000113,PRD00290,2025-12-07 20:30:47,4.0,Very good,"Good value, I have ordered a second one.",0.0,True
REV0001021,ORD0007800,CUST002495,PRD00881,2026-06-03 11:24:21,3.0,Would buy again,Stopped working after two weeks of use.,2.0,True
REV0002955,ORD0028283,CUST009140,PRD00657,2026-04-04 17:18:53,4.0,Excellent quality,Rider was polite and the package was sealed.,3.0,True
REV0001706,ORD0056890,CUST018422,PRD01497,2026-02-21 19:18:49,4.0,Poor packaging,"Product works as expected, no complaints so far.",0.0,True
REV0011421,ORD0036242,CUST011759,PRD00702,2026-01-17 18:59:20,4.0,Average,Customer service resolved my issue quickly.,3.0,True
REV0014176,ORD0002947,CUST000949,PRD00326,2026-06-13 12:44:19,4.0,Highly recommend,Quality is decent for the price paid.,2.0,True
REV0001958,ORD0048458,CUST015652,PRD01451,2026-05-14 15:18:20,4.0,,Customer service resolved my issue quickly.,2.0,True
REV0003616,ORD0024400,CUST007894,PRD01113,2025-10-15 20:51:00,5.0,Not as described,,2.0,True
REV0012148,ORD0023834,CUST007715,PRD01383,2025-08-08 20:02:25,3.0,Excellent quality,Setup was straightforward and it works well.,2.0,True
REV0010133,ORD0027197,CUST008813,PRD00321,2026-06-10 05:06:55,2.0,Fast delivery,Packaging was torn but the item is fine.,1.0,True
REV0017312,ORD0005768,CUST001884,PRD01273,2025-06-15 08:02:27,4.0,Not as described,Packaging was torn but the item is fine.,0.0,True
REV0004844,ORD0031454,CUST010156,PRD00125,2026-06-26 17:46:15,3.0,Not as described,Packaging was torn but the item is fine.,2.0,True
REV0000135,ORD0009602,CUST003101,PRD01143,2025-06-23 11:55:13,5.0,Fast delivery,Setup was straightforward and it works well.,0.0,True
REV0008583,ORD0045879,CUST014853,PRD00995,2025-04-29 13:01:06,5.0,Fast delivery,Packaging was torn but the item is fine.,2.0,True
REV0010608,ORD0042488,CUST013772,PRD01457,2026-03-05 13:37:45,3.0,Would buy again,Colour is slightly different from the pictures.,0.0,True
REV0006910,ORD0019752,CUST006438,PRD00661,2026-01-16 18:57:09,4.0,Average,Item arrived later than the estimated date.,2.0,True
REV0008490,ORD0041679,CUST013537,PRD00975,2025-09-24 12:54:07,3.0,Would buy again,Packaging was torn but the item is fine.,2.0,True
REV0011450,ORD0052212,CUST016896,PRD00963,2026-01-26 00:48:14,5.0,Not as described,Rider was polite and the package was sealed.,4.0,True
REV0014743,ORD0032260,CUST010436,PRD01313,2026-07-03 15:27:01,5.0,,Customer service resolved my issue quickly.,2.0,True
REV0001115,ORD0057136,CUST018509,PRD00901,2026-05-28 18:01:32,4.0,Average,Item arrived later than the estimated date.,2.0,True
REV0014579,ORD0045360,CUST014701,PRD01211,2026-05-07 19:03:38,5.0,Value for money,Setup was straightforward and it works well.,0.0,True
REV0007160,ORD0053757,CUST017426,PRD01286,2025-10-07 20:48:33,,Average,Item arrived later than the estimated date.,1.0,True
REV0015941,ORD0042722,CUST013862,PRD01402,2025-07-25 07:22:23,3.0,Very good,Rider was polite and the package was sealed.,1.0,True
REV0007663,ORD0015291,CUST004931,PRD01183,2026-02-18 11:01:29,4.0,Excellent quality,,0.0,True
REV0013089,ORD0054393,CUST017654,PRD01133,2025-11-20 16:31:04,4.0,Very good,,1.0,True
REV0004353,ORD0031331,CUST010114,PRD00263,2026-07-23 16:36:16,5.0,Would buy again,"Product works as expected, no complaints so far.",6.0,True
REV0007793,ORD0037035,CUST012025,PRD00967,2025-10-22 19:31:15,5.0,Exactly what I wanted,Customer service resolved my issue quickly.,0.0,True
REV0000486,ORD0006134,CUST002022,PRD00867,2026-04-13 09:30:56,3.0,Exactly what I wanted,"Product works as expected, no complaints so far.",1.0,True
REV0000968,ORD0029379,CUST009494,PRD01459,2025-02-22 15:23:10,5.0,Very good,Quality is decent for the price paid.,1.0,True
REV0007932,ORD0012984,CUST004190,PRD00608,2026-06-17 07:38:32,4.0,Value for money,Quality is decent for the price paid.,0.0,True
REV0006464,ORD0013360,CUST004323,PRD01224,2026-02-14 17:55:53,5.0,Highly recommend,Customer service resolved my issue quickly.,0.0,True
REV0012632,ORD0007053,CUST002269,PRD00372,2025-04-02 22:21:04,4.0,Not as described,,0.0,True
REV0018017,ORD0038517,CUST012523,PRD01494,2025-11-06 08:19:09,5.0,Fast delivery,Stopped working after two weeks of use.,4.0,True
REV0014849,ORD0055895,CUST018112,PRD01396,2025-10-27 19:18:06,3.0,Fast delivery,Customer service resolved my issue quickly.,1.0,True
REV0004348,ORD0041199,CUST013380,PRD00658,2026-03-17 09:35:17,,Very good,Customer service resolved my issue quickly.,2.0,True
REV0018395,ORD0033324,CUST010799,PRD00730,2025-02-17 18:38:31,5.0,Highly recommend,Packaging was torn but the item is fine.,0.0,True
REV0014515,ORD0043637,CUST014126,PRD00483,2025-10-18 03:17:18,5.0,Value for money,Customer service resolved my issue quickly.,2.0,True
REV0016687,ORD0001941,CUST000616,PRD00175,2025-05-06 02:10:10,4.0,Delivery was slow,Setup was straightforward and it works well.,1.0,True
REV0005759,ORD0005558,CUST001804,PRD01495,2025-06-13 09:21:27,3.0,Not as described,"Product works as expected, no complaints so far.",1.0,True
REV0018525,ORD0028038,CUST009052,PRD00818,2026-03-15 16:45:31,,Not as described,Item arrived later than the estimated date.,1.0,True
REV0004817,ORD0030203,CUST009763,PRD01381,2025-10-31 22:45:56,3.0,Not as described,Quality is decent for the price paid.,1.0,True
REV0013115,ORD0045176,CUST014642,PRD01419,2026-05-25 20:46:31,4.0,Damaged on arrival,Colour is slightly different from the pictures.,1.0,True
REV0008362,ORD0034236,CUST011106,PRD00303,2025-12-28 22:04:35,4.0,Would buy again,,5.0,True
REV0008967,ORD0055365,CUST017935,PRD00141,2025-09-07 21:33:07,4.0,Average,Customer service resolved my issue quickly.,2.0,True
REV0015990,ORD0034992,CUST011379,PRD00535,2025-03-18 22:08:01,4.0,Poor packaging,Item arrived later than the estimated date.,2.0,True
REV0007478,ORD0038207,CUST012434,PRD00660,2025-07-13 19:13:28,5.0,Fast delivery,Quality is decent for the price paid.,0.0,True
REV0014690,ORD0060045,CUST019483,PRD00257,2025-10-06 18:08:13,3.0,Exactly what I wanted,Rider was polite and the package was sealed.,0.0,True
REV0011001,ORD0038186,CUST012433,PRD01286,2025-06-09 14:19:14,4.0,Delivery was slow,Colour is slightly different from the pictures.,1.0,True
REV0016173,ORD0053912,CUST017465,PRD00970,2025-12-24 08:07:32,3.0,Fast delivery,Stopped working after two weeks of use.,1.0,True
REV0011045,ORD0039508,CUST012843,PRD00302,2025-12-01 23:09:23,3.0,Poor packaging,Setup was straightforward and it works well.,1.0,True
REV0002130,ORD0017739,CUST005723,PRD00844,2025-04-26 20:37:10,5.0,Value for money,Colour is slightly different from the pictures.,2.0,True
REV0010128,ORD0037422,CUST012168,PRD01492,2026-06-16 18:08:59,4.0,Fast delivery,Setup was straightforward and it works well.,2.0,True
REV0011568,ORD0003510,CUST001104,PRD00049,2026-02-27 22:24:19,5.0,Highly recommend,"Product works as expected, no complaints so far.",2.0,True
REV0003699,ORD0030215,CUST009766,PRD00368,2026-06-05 18:29:09,4.0,Fast delivery,Quality is decent for the price paid.,1.0,True
REV0003590,ORD0003776,CUST001193,PRD00914,2025-07-19 11:20:10,4.0,Fast delivery,Packaging was torn but the item is fine.,1.0,True
REV0016504,ORD0030749,CUST009934,PRD01263,2025-10-20 13:55:19,4.0,Exactly what I wanted,Rider was polite and the package was sealed.,0.0,True
REV0012482,ORD0013447,CUST004353,PRD00409,2026-06-14 08:09:20,4.0,Exactly what I wanted,"Good value, I have ordered a second one.",3.0,True
REV0010366,ORD0035704,CUST011595,PRD00646,2026-05-02 12:48:54,3.0,Poor packaging,Rider was polite and the package was sealed.,3.0,True
REV0003459,ORD0056607,CUST018334,PRD01007,2025-06-02 16:22:30,4.0,Highly recommend,Quality is decent for the price paid.,1.0,True
REV0002299,ORD0017024,CUST005511,PRD00139,,3.0,Very good,Stopped working after two weeks of use.,2.0,True
REV0011818,ORD0020042,CUST006538,PRD00933,2026-06-14 21:26:42,5.0,Fast delivery,"Good value, I have ordered a second one.",2.0,True
REV0000857,ORD0004947,CUST001594,PRD01312,2026-02-17 21:23:08,5.0,Excellent quality,Colour is slightly different from the pictures.,0.0,True
REV0010996,ORD0058014,CUST018800,PRD00703,2026-01-12 08:36:33,4.0,Not as described,"Good value, I have ordered a second one.",3.0,True
REV0008808,ORD0042931,CUST013905,PRD01006,2026-04-23 20:51:48,5.0,Excellent quality,,3.0,True
REV0003756,ORD0037566,CUST012250,PRD00240,2025-12-13 16:38:08,3.0,Fast delivery,Rider was polite and the package was sealed.,0.0,True
REV0014439,ORD0037865,CUST012348,PRD00848,2026-05-31 17:19:58,4.0,Highly recommend,"Product works as expected, no complaints so far.",0.0,True
REV0010424,ORD0043645,CUST014127,PRD01015,2026-01-02 20:20:00,4.0,Delivery was slow,Item arrived later than the estimated date.,2.0,True
REV0000120,ORD0060490,CUST019607,PRD01140,2026-05-25 18:06:24,4.0,Would buy again,"Product works as expected, no complaints so far.",2.0,True
REV0003932,ORD0059905,CUST019430,PRD00819,2025-08-29 08:41:15,4.0,Fast delivery,Item arrived later than the estimated date.,0.0,True
REV0018330,ORD0060225,CUST019535,PRD00065,2026-05-31 11:12:03,3.0,Very good,Rider was polite and the package was sealed.,0.0,True
REV0004150,ORD0028660,CUST009251,PRD00546,2026-03-19 16:48:27,3.0,Poor packaging,Colour is slightly different from the pictures.,0.0,True
REV0013187,ORD0006734,CUST002176,PRD01456,2025-08-27 13:08:36,5.0,Would buy again,Quality is decent for the price paid.,0.0,True
REV0004022,ORD0037060,CUST012037,PRD00266,2025-04-01 19:59:50,4.0,Average,"Product works as expected, no complaints so far.",0.0,True
REV0004978,ORD0022842,CUST007382,PRD01498,2026-02-05 18:30:56,3.0,Fast delivery,Packaging was torn but the item is fine.,2.0,True
REV0006763,ORD0030166,CUST009748,PRD01472,2026-04-09 09:37:23,4.0,Exactly what I wanted,Quality is decent for the price paid.,3.0,True
REV0015791,ORD0043495,CUST014086,PRD00090,2025-11-14 11:45:25,2.0,Very good,Setup was straightforward and it works well.,2.0,True
REV0010116,ORD0060449,CUST019586,PRD00178,2026-07-05 15:48:03,2.0,,Customer service resolved my issue quickly.,1.0,True
REV0003411,ORD0048926,CUST015813,PRD00859,2025-12-22 20:33:05,5.0,Would buy again,Item arrived later than the estimated date.,1.0,True
REV0003596,ORD0021844,CUST007051,PRD01065,2025-04-02 05:04:47,4.0,Highly recommend,Packaging was torn but the item is fine.,0.0,True
REV0016895,ORD0021198,CUST006885,PRD01364,2025-12-29 13:38:23,3.0,Not as described,Customer service resolved my issue quickly.,4.0,True
REV0014638,ORD0055549,CUST018007,PRD01234,2026-03-04 06:04:11,,Average,Customer service resolved my issue quickly.,2.0,True
REV0010953,ORD0025678,CUST008313,PRD00647,2026-05-23 12:11:15,,Not as described,Item arrived later than the estimated date.,1.0,True
REV0009777,ORD0045140,CUST014624,PRD00653,2026-04-25 14:45:28,4.0,Fast delivery,Setup was straightforward and it works well.,2.0,True
REV0005886,ORD0004866,CUST001569,PRD00352,2025-05-16 08:06:11,5.0,Not as described,Customer service resolved my issue quickly.,2.0,True
REV0013801,ORD0016713,CUST005398,PRD00720,2026-04-12 11:06:30,3.0,Very good,"Product works as expected, no complaints so far.",0.0,True
REV0003166,ORD0036917,CUST011981,PRD00431,2025-06-22 22:51:46,4.0,Poor packaging,Colour is slightly different from the pictures.,1.0,True
REV0005849,ORD0054050,CUST017505,PRD00765,2026-03-10 18:18:41,2.0,Average,Colour is slightly different from the pictures.,5.0,True
REV0004752,ORD0019034,CUST006175,PRD00353,2026-06-08 14:30:22,2.0,Average,"Good value, I have ordered a second one.",4.0,True
REV0007418,ORD0002539,CUST000826,PRD01375,2025-10-13 11:20:50,4.0,Fast delivery,"Good value, I have ordered a second one.",2.0,True
REV0011676,ORD0025897,CUST008376,PRD00889,2025-12-26 17:13:17,5.0,Average,"Product works as expected, no complaints so far.",1.0,True
REV0005588,ORD0044606,CUST014471,PRD01189,2026-04-04 10:11:23,3.0,Value for money,Quality is decent for the price paid.,0.0,True
REV0004326,ORD0036179,CUST011746,PRD00763,,5.0,Exactly what I wanted,Rider was polite and the package was sealed.,0.0,True
REV0006657,ORD0051864,CUST016757,PRD00754,2025-10-10 22:32:23,4.0,Value for money,Item arrived later than the estimated date.,1.0,True
REV0010032,ORD0022771,CUST007353,PRD01466,2026-05-14 14:21:37,4.0,Fast delivery,Setup was straightforward and it works well.,0.0,True
REV0014494,ORD0004338,CUST001412,PRD01275,2026-03-30 16:27:59,4.0,Would buy again,Setup was straightforward and it works well.,1.0,True
REV0018235,ORD0053041,CUST017189,PRD01438,2025-04-03 22:59:19,5.0,Very good,Colour is slightly different from the pictures.,1.0,True
REV0014280,ORD0012433,CUST004010,PRD00546,2025-12-24 15:33:44,3.0,Not as described,Quality is decent for the price paid.,1.0,True
REV0001262,ORD0053534,CUST017339,PRD00092,2025-08-20 14:09:32,3.0,Not as described,"Good value, I have ordered a second one.",0.0,True
REV0007827,ORD0061021,CUST019779,PRD01440,2026-06-19 09:14:44,,Would buy again,"Product works as expected, no complaints so far.",5.0,True
REV0012619,ORD0035276,CUST011457,PRD01065,2025-01-30 11:19:27,4.0,Fast delivery,Setup was straightforward and it works well.,1.0,True
REV0012897,ORD0044665,CUST014493,PRD01234,2025-12-11 13:24:41,4.0,Very good,Colour is slightly different from the pictures.,0.0,True
REV0006507,ORD0056297,CUST018255,PRD00429,2025-10-14 18:49:42,5.0,Exactly what I wanted,Rider was polite and the package was sealed.,3.0,True
REV0011988,ORD0035546,CUST011535,PRD00764,2026-05-13 15:09:44,4.0,Poor packaging,,0.0,True
REV0000287,ORD0059289,CUST019225,PRD01195,2026-01-11 15:34:24,5.0,Exactly what I wanted,"Product works as expected, no complaints so far.",1.0,True
REV0005590,ORD0055259,CUST017909,PRD01206,2025-10-02 18:57:47,5.0,Would buy again,"Product works as expected, no complaints so far.",1.0,True
REV0010129,ORD0015349,CUST004950,PRD01306,2025-12-18 08:28:39,,Very good,"Good value, I have ordered a second one.",2.0,True
REV0001348,ORD0025153,CUST008142,PRD00839,2026-03-02 15:03:32,4.0,Average,Colour is slightly different from the pictures.,3.0,True
REV0000073,ORD0027102,CUST008779,PRD00781,2025-08-23 08:05:35,3.0,Damaged on arrival,Packaging was torn but the item is fine.,2.0,True
REV0004439,ORD0047249,CUST015261,PRD00291,2025-09-25 22:08:09,4.0,,Rider was polite and the package was sealed.,0.0,True
REV0000411,ORD0046283,CUST014982,PRD01035,2026-07-16 22:42:35,3.0,Excellent quality,Stopped working after two weeks of use.,2.0,True
REV0018581,ORD0028012,CUST009041,PRD00092,2026-05-06 10:54:10,5.0,Poor packaging,Item arrived later than the estimated date.,2.0,True
REV0005432,ORD0010256,CUST003284,PRD00077,,4.0,Value for money,Customer service resolved my issue quickly.,0.0,True
REV0006075,ORD0040196,CUST013071,PRD01395,2025-06-25 16:25:14,4.0,Average,,1.0,True
REV0009986,ORD0027709,CUST008957,PRD00019,2025-04-18 19:54:32,2.0,Not as described,Packaging was torn but the item is fine.,1.0,True
REV0012786,ORD0050134,CUST016223,PRD00393,2026-04-13 18:40:21,3.0,Fast delivery,Customer service resolved my issue quickly.,4.0,True
REV0010405,ORD0017959,CUST005814,PRD01151,2025-07-14 21:40:43,3.0,Average,"Product works as expected, no complaints so far.",3.0,True
REV0002362,ORD0039752,CUST012937,PRD01053,2025-05-15 09:55:28,4.0,Fast delivery,"Good value, I have ordered a second one.",2.0,True
REV0009911,ORD0043956,CUST014242,PRD00722,2026-06-08 13:30:44,,,Setup was straightforward and it works well.,2.0,True
REV0003288,ORD0019080,CUST006190,PRD01040,2025-06-15 20:20:48,4.0,Average,Packaging was torn but the item is fine.,1.0,True
REV0009420,ORD0042608,CUST013819,PRD00617,2026-04-11 00:40:14,4.0,Delivery was slow,Stopped working after two weeks of use.,0.0,True
REV0018674,ORD0003941,CUST001257,PRD00555,2026-03-12 14:29:33,4.0,Highly recommend,"Product works as expected, no complaints so far.",0.0,True
REV0014210,ORD0018725,CUST006065,PRD00499,2026-03-18 19:01:04,3.0,Value for money,Setup was straightforward and it works well.,1.0,True
REV0016736,ORD0006487,CUST002111,PRD01099,2025-07-12 15:03:17,5.0,Would buy again,Item arrived later than the estimated date.,0.0,True
REV0012679,ORD0038256,CUST012450,PRD01082,2025-12-31 19:43:08,5.0,Excellent quality,"Good value, I have ordered a second one.",2.0,True
REV0004882,ORD0047903,CUST015477,PRD00637,2026-05-02 10:01:50,3.0,Poor packaging,Packaging was torn but the item is fine.,0.0,True
REV0017476,ORD0046600,CUST015071,PRD00316,2026-03-22 21:23:37,,Delivery was slow,,1.0,True
REV0010780,ORD0039983,CUST012991,PRD00836,2026-04-17 14:28:58,3.0,Very good,Stopped working after two weeks of use.,0.0,True
REV0009190,ORD0020537,CUST006694,PRD00926,2026-01-06 20:48:03,3.0,Very good,Item arrived later than the estimated date.,1.0,True
REV0008325,ORD0018241,CUST005896,PRD01286,2025-04-08 19:34:38,5.0,Value for money,Quality is decent for the price paid.,6.0,True
REV0015095,ORD0059674,CUST019354,PRD00912,2026-07-17 22:59:15,3.0,,Rider was polite and the package was sealed.,1.0,True
REV0012732,ORD0057831,CUST018732,PRD00136,2025-07-25 19:15:18,4.0,Value for money,Quality is decent for the price paid.,1.0,True
REV0015197,ORD0002420,CUST000766,PRD01252,2025-03-28 07:54:14,3.0,Fast delivery,Customer service resolved my issue quickly.,1.0,True
REV0001183,ORD0013158,CUST004266,PRD00043,2026-06-30 19:46:41,4.0,Very good,Quality is decent for the price paid.,1.0,True
